trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
150003,2040,0,To San Joaquin College,"",0,68879,4749,
160005,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010007,2037,0,To Downtown,"",1,68856,4699,
720003,2434,0,Clockwise,"",,68871,4734,
030002,2134,0,,"",,68862,4710,
020004,2035,0,To Downtown,"",1,68860,4708,
010012,2037,0,To Government Plaza,"",0,68852,4698,
050005,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
120004,2043,0,To Visalia,"",1,68878,4747,
050004,2032,0,To Downtown,"",1,68866,4716,
090004,2042,0,To Visalia via Farmersville,"",1,68876,4743,
150004,2040,0,To Downtown,"",1,68879,4751,
010009,2037,0,To Downtown,"",1,68850,4699,
710004,2034,0,Counter-Clockwise,"",,68870,4731,
010014,2037,0,To Government Plaza,"",0,68854,4698,
020007,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810003,2443,0,Counter Clockwise,"",,68873,4736,
090005,2042,0,To Exeter via Farmersville,"",0,68875,4738,
110003,2041,0,To Tulare,"",0,68877,4744,
160007,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160006,2144,0,To Orchard/Mooney,"",1,68880,4753,
040007,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040008,2036,0,To Downtown,"",1,68864,4713,
010011,2037,0,To Downtown,"",1,68852,4699,
720004,2434,0,Clockwise,"",,68872,4734,
060004,2031,0,To Downtown,"",1,68868,6296,
020006,2035,0,To Downtown,"",1,68861,4708,
010016,2037,0,To Government Plaza,"",0,68856,4698,
060005,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
820003,2033,0,,"",,68874,4737,
120005,2043,0,To Exeter,"",0,68878,4746,
050006,2032,0,To Downtown,"",1,68865,4716,
010013,2037,0,To Downtown,"",1,68854,4699,
020009,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030003,2134,0,,"",,68862,4710,
050007,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
710005,2034,0,Counter-Clockwise,"",,68869,4731,
160008,2144,0,To Orchard/Mooney,"",1,68881,4753,
110004,2041,0,To Visalia,"",1,68877,4745,
010018,2037,0,To Government Plaza,"",0,68850,4698,
040009,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040010,2036,0,To Downtown,"",1,68863,4713,
150005,2040,0,To San Joaquin College,"",0,68879,4749,
160009,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
090006,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010015,2037,0,To Downtown,"",1,68856,4699,
720005,2434,0,Clockwise,"",,68871,4734,
090007,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810004,2443,0,Counter Clockwise,"",,68873,4736,
020008,2035,0,To Downtown,"",1,68859,4708,
010020,2037,0,To Government Plaza,"",0,68852,4698,
120006,2043,0,To Visalia,"",1,68878,4747,
150006,2040,0,To Downtown,"",1,68879,4751,
010017,2037,0,To Downtown,"",1,68850,4699,
020011,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
710006,2034,0,Counter-Clockwise,"",,68870,4731,
820004,2033,0,,"",,68874,4737,
060006,2031,0,To Downtown,"",1,68867,6296,
010022,2037,0,To Government Plaza,"",0,68854,4698,
050009,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
110005,2041,0,To Tulare,"",0,68877,4744,
160011,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160010,2144,0,To Orchard/Mooney,"",1,68880,4753,
040011,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040012,2036,0,To Downtown,"",1,68864,4713,
050008,2032,0,To Downtown,"",1,68866,4716,
010019,2037,0,To Downtown,"",1,68852,4699,
060007,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
720006,2434,0,Clockwise,"",,68872,4734,
030004,2134,0,,"",,68862,4710,
020010,2035,0,To Downtown,"",1,68860,4708,
010024,2037,0,To Government Plaza,"",0,68856,4698,
120007,2043,0,To Exeter,"",0,68878,4746,
090008,2042,0,To Visalia via Farmersville,"",1,68876,4743,
010021,2037,0,To Downtown,"",1,68854,4699,
710007,2034,0,Counter-Clockwise,"",,68869,4731,
020013,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810005,2443,0,Counter Clockwise,"",,68873,4736,
090009,2042,0,To Exeter via Farmersville,"",0,68875,4738,
160012,2144,0,To Orchard/Mooney,"",1,68881,4753,
110006,2041,0,To Visalia,"",1,68877,4745,
010026,2037,0,To Government Plaza,"",0,68850,4698,
040013,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040014,2036,0,To Downtown,"",1,68863,4713,
150007,2040,0,To San Joaquin College,"",0,68879,4749,
160013,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
050010,2032,0,To Downtown,"",1,68865,4716,
010023,2037,0,To Downtown,"",1,68856,4699,
720007,2434,0,Clockwise,"",,68871,4734,
020012,2035,0,To Downtown,"",1,68861,4708,
050011,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
820005,2033,0,,"",,68874,4737,
010028,2037,0,To Government Plaza,"",0,68852,4698,
120008,2043,0,To Visalia,"",1,68878,4747,
150008,2040,0,To Downtown,"",1,68879,4751,
010025,2037,0,To Downtown,"",1,68850,4699,
710008,2034,0,Counter-Clockwise,"",,68870,4731,
060008,2031,0,To Downtown,"",1,68868,6296,
020015,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030005,2134,0,,"",,68862,4710,
060009,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
010030,2037,0,To Government Plaza,"",0,68854,4698,
110007,2041,0,To Tulare,"",0,68877,4744,
160015,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160014,2144,0,To Orchard/Mooney,"",1,68880,4753,
040015,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040016,2036,0,To Downtown,"",1,68864,4713,
090010,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010027,2037,0,To Downtown,"",1,68852,4699,
720008,2434,0,Clockwise,"",,68872,4734,
090011,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810006,2443,0,Counter Clockwise,"",,68873,4736,
020014,2035,0,To Downtown,"",1,68859,4708,
010032,2037,0,To Government Plaza,"",0,68856,4698,
050013,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
120009,2043,0,To Exeter,"",0,68878,4746,
050012,2032,0,To Downtown,"",1,68866,4716,
010029,2037,0,To Downtown,"",1,68854,4699,
020017,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
710009,2034,0,Counter-Clockwise,"",,68869,4731,
820006,2033,0,,"",,68874,4737,
160016,2144,0,To Orchard/Mooney,"",1,68881,4753,
110008,2041,0,To Visalia,"",1,68877,4745,
010034,2037,0,To Government Plaza,"",0,68850,4698,
040017,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040018,2036,0,To Downtown,"",1,68863,4713,
150009,2040,0,To San Joaquin College,"",0,68879,4749,
160017,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010031,2037,0,To Downtown,"",1,68856,4699,
720009,2434,0,Clockwise,"",,68871,4734,
060010,2031,0,To Downtown,"",1,68867,6296,
030006,2134,0,,"",,68862,4710,
020016,2035,0,To Downtown,"",1,68860,4708,
010036,2037,0,To Government Plaza,"",0,68852,4698,
120010,2043,0,To Visalia,"",1,68878,4747,
050014,2032,0,To Downtown,"",1,68865,4716,
090012,2042,0,To Visalia via Farmersville,"",1,68876,4743,
150010,2040,0,To Downtown,"",1,68879,4751,
010033,2037,0,To Downtown,"",1,68850,4699,
060011,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
710010,2034,0,Counter-Clockwise,"",,68870,4731,
020019,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
050015,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
810007,2443,0,Counter Clockwise,"",,68873,4736,
090013,2042,0,To Exeter via Farmersville,"",0,68875,4738,
010038,2037,0,To Government Plaza,"",0,68854,4698,
110009,2041,0,To Tulare,"",0,68877,4744,
160019,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160018,2144,0,To Orchard/Mooney,"",1,68880,4753,
040019,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040020,2036,0,To Downtown,"",1,68864,4713,
010035,2037,0,To Downtown,"",1,68852,4699,
720010,2434,0,Clockwise,"",,68872,4734,
020018,2035,0,To Downtown,"",1,68861,4708,
820007,2033,0,,"",,68874,4737,
010040,2037,0,To Government Plaza,"",0,68856,4698,
120011,2043,0,To Exeter,"",0,68878,4746,
010037,2037,0,To Downtown,"",1,68854,4699,
710011,2034,0,Counter-Clockwise,"",,68869,4731,
020021,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030007,2134,0,,"",,68862,4710,
050016,2032,0,To Downtown,"",1,68866,4716,
050017,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160020,2144,0,To Orchard/Mooney,"",1,68881,4753,
110010,2041,0,To Visalia,"",1,68877,4745,
010042,2037,0,To Government Plaza,"",0,68850,4698,
040021,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040022,2036,0,To Downtown,"",1,68863,4713,
150011,2040,0,To San Joaquin College,"",0,68879,4749,
160021,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
090014,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010039,2037,0,To Downtown,"",1,68856,4699,
720011,2434,0,Clockwise,"",,68871,4734,
060012,2031,0,To Downtown,"",1,68868,6296,
060013,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
090015,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810008,2443,0,Counter Clockwise,"",,68873,4736,
020020,2035,0,To Downtown,"",1,68859,4708,
010044,2037,0,To Government Plaza,"",0,68852,4698,
120012,2043,0,To Visalia,"",1,68878,4747,
150012,2040,0,To Downtown,"",1,68879,4751,
010041,2037,0,To Downtown,"",1,68850,4699,
710012,2034,0,Counter-Clockwise,"",,68870,4731,
020023,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
820008,2033,0,,"",,68874,4737,
050019,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
050018,2032,0,To Downtown,"",1,68865,4716,
010046,2037,0,To Government Plaza,"",0,68854,4698,
110011,2041,0,To Tulare,"",0,68877,4744,
160023,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160022,2144,0,To Orchard/Mooney,"",1,68880,4753,
040023,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040024,2036,0,To Downtown,"",1,68864,4713,
010043,2037,0,To Downtown,"",1,68852,4699,
720012,2434,0,Clockwise,"",,68872,4734,
030008,2134,0,,"",,68862,4710,
020022,2035,0,To Downtown,"",1,68860,4708,
010048,2037,0,To Government Plaza,"",0,68856,4698,
120013,2043,0,To Exeter,"",0,68878,4746,
090016,2042,0,To Visalia via Farmersville,"",1,68876,4743,
010045,2037,0,To Downtown,"",1,68854,4699,
010050,2037,0,To Government Plaza,"",0,68858,4698,
710013,2034,0,Counter-Clockwise,"",,68869,4731,
060014,2031,0,To Downtown,"",1,68867,6296,
020025,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810009,2443,0,Counter Clockwise,"",,68873,4736,
090017,2042,0,To Exeter via Farmersville,"",0,68875,4738,
050020,2032,0,To Downtown,"",1,68866,4716,
050021,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160024,2144,0,To Orchard/Mooney,"",1,68881,4753,
110012,2041,0,To Visalia,"",1,68877,4745,
040025,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040026,2036,0,To Downtown,"",1,68863,4713,
150013,2040,0,To San Joaquin College,"",0,68879,4749,
160025,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010047,2037,0,To Downtown,"",1,68856,4699,
060015,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
720013,2434,0,Clockwise,"",,68871,4734,
020024,2035,0,To Downtown,"",1,68861,4708,
820009,2033,0,,"",,68874,4737,
010052,2037,0,To Government Plaza,"",0,68850,4698,
120014,2043,0,To Visalia,"",1,68878,4747,
150014,2040,0,To Downtown,"",1,68879,4751,
010049,2037,0,To Downtown,"",1,68858,4699,
710014,2034,0,Counter-Clockwise,"",,68870,4731,
020027,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030009,2134,0,,"",,68862,4710,
050023,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
050022,2032,0,To Downtown,"",1,68865,4716,
010054,2037,0,To Government Plaza,"",0,68852,4698,
110013,2041,0,To Tulare,"",0,68877,4744,
160027,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160026,2144,0,To Orchard/Mooney,"",1,68880,4753,
040027,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040028,2036,0,To Downtown,"",1,68864,4713,
090018,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010051,2037,0,To Downtown,"",1,68850,4699,
720014,2434,0,Clockwise,"",,68872,4734,
090019,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810010,2443,0,Counter Clockwise,"",,68873,4736,
020026,2035,0,To Downtown,"",1,68859,4708,
010056,2037,0,To Government Plaza,"",0,68854,4698,
120015,2043,0,To Exeter,"",0,68878,4746,
010053,2037,0,To Downtown,"",1,68852,4699,
010058,2037,0,To Government Plaza,"",0,68857,4698,
710015,2034,0,Counter-Clockwise,"",,68869,4731,
060016,2031,0,To Downtown,"",1,68868,6296,
020029,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
060017,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
820010,2033,0,,"",,68874,4737,
050024,2032,0,To Downtown,"",1,68866,4716,
050025,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160028,2144,0,To Orchard/Mooney,"",1,68881,4753,
110014,2041,0,To Visalia,"",1,68877,4745,
040029,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040030,2036,0,To Downtown,"",1,68863,4713,
150015,2040,0,To San Joaquin College,"",0,68879,4749,
160029,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010055,2037,0,To Downtown,"",1,68854,4699,
010060,2037,0,To Government Plaza,"",0,68858,4698,
720015,2434,0,Clockwise,"",,68871,4734,
030010,2134,0,,"",,68862,4710,
020028,2035,0,To Downtown,"",1,68860,4708,
120016,2043,0,To Visalia,"",1,68878,4747,
090020,2042,0,To Visalia via Farmersville,"",1,68876,4743,
150016,2040,0,To Downtown,"",1,68879,4751,
010057,2037,0,To Downtown,"",1,68857,4699,
010062,2037,0,To Government Plaza,"",0,68851,4698,
710016,2034,0,Counter-Clockwise,"",,68870,4731,
020031,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810011,2443,0,Counter Clockwise,"",,68873,4736,
090021,2042,0,To Exeter via Farmersville,"",0,68875,4738,
050027,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
050026,2032,0,To Downtown,"",1,68865,4716,
110015,2041,0,To Tulare,"",0,68877,4744,
160031,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160030,2144,0,To Orchard/Mooney,"",1,68880,4753,
040031,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040032,2036,0,To Downtown,"",1,68864,4713,
010059,2037,0,To Downtown,"",1,68858,4699,
010064,2037,0,To Government Plaza,"",0,68853,4698,
720016,2434,0,Clockwise,"",,68872,4734,
060018,2031,0,To Downtown,"",1,68867,6296,
020030,2035,0,To Downtown,"",1,68861,4708,
820011,2033,0,,"",,68874,4737,
120017,2043,0,To Exeter,"",0,68878,4746,
010061,2037,0,To Downtown,"",1,68851,4699,
010066,2037,0,To Government Plaza,"",0,68855,4698,
060019,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
710017,2034,0,Counter-Clockwise,"",,68869,4731,
020033,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030011,2134,0,,"",,68862,4710,
050029,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
160032,2144,0,To Orchard/Mooney,"",1,68881,4753,
110016,2041,0,To Visalia,"",1,68877,4745,
040033,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040034,2036,0,To Downtown,"",1,68863,4713,
150017,2040,0,To San Joaquin College,"",0,68879,4749,
160033,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
050028,2032,0,To Downtown,"",1,68866,4716,
090022,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010063,2037,0,To Downtown,"",1,68853,4699,
010068,2037,0,To Government Plaza,"",0,68857,4698,
720017,2434,0,Clockwise,"",,68871,4734,
090023,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810012,2443,0,Counter Clockwise,"",,68873,4736,
020032,2035,0,To Downtown,"",1,68859,4708,
120018,2043,0,To Visalia,"",1,68878,4747,
150018,2040,0,To Downtown,"",1,68879,4751,
010065,2037,0,To Downtown,"",1,68855,4699,
010070,2037,0,To Government Plaza,"",0,68858,4698,
710018,2034,0,Counter-Clockwise,"",,68870,4731,
020035,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
820012,2033,0,,"",,68874,4737,
110017,2041,0,To Tulare,"",0,68877,4744,
160035,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160034,2144,0,To Orchard/Mooney,"",1,68880,4753,
040035,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040036,2036,0,To Downtown,"",1,68864,4713,
050030,2032,0,To Downtown,"",1,68865,4716,
010067,2037,0,To Downtown,"",1,68857,4699,
010072,2037,0,To Government Plaza,"",0,68851,4698,
720018,2434,0,Clockwise,"",,68872,4734,
060020,2031,0,To Downtown,"",1,68868,6296,
060021,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
030012,2134,0,,"",,68862,4710,
020034,2035,0,To Downtown,"",1,68860,4708,
050031,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
120019,2043,0,To Exeter,"",0,68878,4746,
090024,2042,0,To Visalia via Farmersville,"",1,68876,4743,
010069,2037,0,To Downtown,"",1,68858,4699,
010074,2037,0,To Government Plaza,"",0,68853,4698,
710019,2034,0,Counter-Clockwise,"",,68869,4731,
020037,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810013,2443,0,Counter Clockwise,"",,68873,4736,
090025,2042,0,To Exeter via Farmersville,"",0,68875,4738,
160036,2144,0,To Orchard/Mooney,"",1,68881,4753,
110018,2041,0,To Visalia,"",1,68877,4745,
040037,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040038,2036,0,To Downtown,"",1,68863,4713,
150019,2040,0,To San Joaquin College,"",0,68879,4749,
160037,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010071,2037,0,To Downtown,"",1,68851,4699,
010076,2037,0,To Government Plaza,"",0,68855,4698,
720019,2434,0,Clockwise,"",,68871,4734,
020036,2035,0,To Downtown,"",1,68861,4708,
820013,2033,0,,"",,68874,4737,
050033,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
120020,2043,0,To Visalia,"",1,68878,4747,
050032,2032,0,To Downtown,"",1,68866,4716,
150020,2040,0,To Downtown,"",1,68879,4751,
010073,2037,0,To Downtown,"",1,68853,4699,
010078,2037,0,To Government Plaza,"",0,68857,4698,
710020,2034,0,Counter-Clockwise,"",,68870,4731,
060022,2031,0,To Downtown,"",1,68867,6296,
020039,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030013,2134,0,,"",,68862,4710,
110019,2041,0,To Tulare,"",0,68877,4744,
160039,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160038,2144,0,To Orchard/Mooney,"",1,68880,4753,
040039,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040040,2036,0,To Downtown,"",1,68864,4713,
090026,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010075,2037,0,To Downtown,"",1,68855,4699,
010080,2037,0,To Government Plaza,"",0,68858,4698,
720020,2434,0,Clockwise,"",,68872,4734,
060023,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
090027,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810014,2443,0,Counter Clockwise,"",,68873,4736,
020038,2035,0,To Downtown,"",1,68859,4708,
120021,2043,0,To Exeter,"",0,68878,4746,
050034,2032,0,To Downtown,"",1,68865,4716,
010077,2037,0,To Downtown,"",1,68857,4699,
010082,2037,0,To Government Plaza,"",0,68851,4698,
710021,2034,0,Counter-Clockwise,"",,68869,4731,
020041,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
820014,2033,0,,"",,68874,4737,
050035,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
160040,2144,0,To Orchard/Mooney,"",1,68881,4753,
110020,2041,0,To Visalia,"",1,68877,4745,
040041,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040042,2036,0,To Downtown,"",1,68863,4713,
150021,2040,0,To San Joaquin College,"",0,68879,4749,
160041,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
010079,2037,0,To Downtown,"",1,68858,4699,
010084,2037,0,To Government Plaza,"",0,68853,4698,
720021,2434,0,Clockwise,"",,68871,4734,
030014,2134,0,,"",,68862,4710,
020040,2035,0,To Downtown,"",1,68860,4708,
120022,2043,0,To Visalia,"",1,68878,4747,
090028,2042,0,To Visalia via Farmersville,"",1,68876,4743,
150022,2040,0,To Downtown,"",1,68879,4751,
010081,2037,0,To Downtown,"",1,68851,4699,
010086,2037,0,To Government Plaza,"",0,68855,4698,
710022,2034,0,Counter-Clockwise,"",,68870,4731,
060024,2031,0,To Downtown,"",1,68868,6296,
060025,2031,0,To Frontage/Betty Drive,"",0,68867,6295,
020043,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810015,2443,0,Counter Clockwise,"",,68873,4736,
090029,2042,0,To Exeter via Farmersville,"",0,68875,4738,
050037,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
110021,2041,0,To Tulare,"",0,68877,4744,
160043,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160042,2144,0,To Orchard/Mooney,"",1,68880,4753,
040043,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040044,2036,0,To Downtown,"",1,68864,4713,
050036,2032,0,To Downtown,"",1,68866,4716,
010083,2037,0,To Downtown,"",1,68853,4699,
010088,2037,0,To Government Plaza,"",0,68857,4698,
720022,2434,0,Clockwise,"",,68872,4734,
020042,2035,0,To Downtown,"",1,68861,4708,
820015,2033,0,,"",,68874,4737,
120023,2043,0,To Exeter,"",0,68878,4746,
010085,2037,0,To Downtown,"",1,68855,4699,
010090,2037,0,To Government Plaza,"",0,68858,4698,
710023,2034,0,Counter-Clockwise,"",,68869,4731,
020045,2035,0,To Visalia Medical Clinic,"",0,68860,4705,
030015,2134,0,,"",,68862,4710,
160044,2144,0,To Orchard/Mooney,"",1,68881,4753,
110022,2041,0,To Visalia,"",1,68877,4745,
040045,2036,0,To Visalia Medical Clinic,"",0,68864,4711,
040046,2036,0,To Downtown,"",1,68863,4713,
150023,2040,0,To San Joaquin College,"",0,68879,4749,
160045,2144,0,To Visalia Medical Clinic,"",0,68880,4752,
050038,2032,0,To Downtown,"",1,68865,4716,
090030,2042,0,To Visalia via Farmersville,"",1,68875,4743,
010087,2037,0,To Downtown,"",1,68857,4699,
010092,2037,0,To Government Plaza,"",0,68851,4698,
720023,2434,0,Clockwise,"",,68871,4734,
060026,2031,0,To Downtown,"",1,68867,6296,
090031,2042,0,To Exeter via Farmersville,"",0,68876,4738,
810016,2443,0,Counter Clockwise,"",,68873,4736,
020044,2035,0,To Downtown,"",1,68859,4708,
050039,2032,0,To Visalia Medical Clinic,"",0,68866,4715,
120024,2043,0,To Visalia,"",1,68878,4747,
150024,2040,0,To Downtown,"",1,68879,4751,
010089,2037,0,To Downtown,"",1,68858,4699,
010094,2037,0,To Government Plaza,"",0,68853,4698,
710024,2034,0,Counter-Clockwise,"",,68870,4731,
060027,2031,0,To Frontage/Betty Drive,"",0,68868,6295,
020047,2035,0,To Visalia Medical Clinic,"",0,68861,4705,
820016,2033,0,,"",,68874,4737,
110023,2041,0,To Tulare,"",0,68877,4744,
160047,2144,0,To Visalia Medical Clinic,"",0,68881,4752,
160046,2144,0,To Orchard/Mooney,"",1,68880,4753,
040047,2036,0,To Visalia Medical Clinic,"",0,68863,4711,
040048,2036,0,To Downtown,"",1,68864,4713,
010091,2037,0,To Downtown,"",1,68851,4699,
010096,2037,0,To Government Plaza,"",0,68855,4698,
720024,2434,0,Clockwise,"",,68872,4734,
030016,2134,0,,"",,68862,4710,
020046,2035,0,To Downtown,"",1,68860,4708,
050041,2032,0,To Visalia Medical Clinic,"",0,68865,4715,
120025,2043,0,To Exeter,"",0,68878,4746,
050040,2032,0,To Downtown,"",1,68866,4716,
090032,2042,0,To Visalia via Farmersville,"",1,68876,4743,
010093,2037,0,To Downtown,"",1,68853,4699,
010098,2037,0,To Government Plaza,"",0,68857,4698,
710025,2034,0,Counter-Clockwise,"",,68869,4731,
020049,2035,0,To Visalia Medical Clinic,"",0,68859,4705,
810017,2443,0,Counter Clockwise,"",,68873,4736,
090033,2042,0,To Exeter via Farmersville,"",0,68875,4738,
160048,2144,0,To Orchard/Mooney,"",1,68881,4753,
