service_id,date,exception_type,exception_note,schedule_type
962112,20170927,1,Coronado Ferry Commuter Trips,WD
62112,20170928,1,Coronado Ferry SUN-THU,WD
962112,20170928,1,Coronado Ferry Commuter Trips,WD
62113,20170929,1,Coronado Ferry FRI-SAT,WD
962112,20170929,1,Coronado Ferry Commuter Trips,WD
62113,20170930,1,Coronado Ferry FRI-SAT,WD
62112,20171001,1,Coronado Ferry SUN-THU,WD
62112,20171002,1,Coronado Ferry SUN-THU,WD
962112,20171002,1,Coronado Ferry Commuter Trips,WD
62112,20171003,1,Coronado Ferry SUN-THU,WD
962112,20171003,1,Coronado Ferry Commuter Trips,WD
62112,20171004,1,Coronado Ferry SUN-THU,WD
962112,20171004,1,Coronado Ferry Commuter Trips,WD
62112,20171005,1,Coronado Ferry SUN-THU,WD
962112,20171005,1,Coronado Ferry Commuter Trips,WD
62113,20171006,1,Coronado Ferry FRI-SAT,WD
962112,20171006,1,Coronado Ferry Commuter Trips,WD
62113,20171007,1,Coronado Ferry FRI-SAT,WD
62112,20171008,1,Coronado Ferry SUN-THU,WD
62112,20171009,1,Coronado Ferry SUN-THU,WD
62112,20171010,1,Coronado Ferry SUN-THU,WD
962112,20171010,1,Coronado Ferry Commuter Trips,WD
62112,20171011,1,Coronado Ferry SUN-THU,WD
962112,20171011,1,Coronado Ferry Commuter Trips,WD
62112,20171012,1,Coronado Ferry SUN-THU,WD
962112,20171012,1,Coronado Ferry Commuter Trips,WD
62113,20171013,1,Coronado Ferry FRI-SAT,WD
962112,20171013,1,Coronado Ferry Commuter Trips,WD
62113,20171014,1,Coronado Ferry FRI-SAT,WD
62112,20171015,1,Coronado Ferry SUN-THU,WD
62112,20171016,1,Coronado Ferry SUN-THU,WD
962112,20171016,1,Coronado Ferry Commuter Trips,WD
62112,20171017,1,Coronado Ferry SUN-THU,WD
962112,20171017,1,Coronado Ferry Commuter Trips,WD
62112,20171018,1,Coronado Ferry SUN-THU,WD
962112,20171018,1,Coronado Ferry Commuter Trips,WD
62112,20171019,1,Coronado Ferry SUN-THU,WD
962112,20171019,1,Coronado Ferry Commuter Trips,WD
62113,20171020,1,Coronado Ferry FRI-SAT,WD
962112,20171020,1,Coronado Ferry Commuter Trips,WD
62113,20171021,1,Coronado Ferry FRI-SAT,WD
62112,20171022,1,Coronado Ferry SUN-THU,WD
62112,20171023,1,Coronado Ferry SUN-THU,WD
962112,20171023,1,Coronado Ferry Commuter Trips,WD
62112,20171024,1,Coronado Ferry SUN-THU,WD
962112,20171024,1,Coronado Ferry Commuter Trips,WD
62112,20171025,1,Coronado Ferry SUN-THU,WD
962112,20171025,1,Coronado Ferry Commuter Trips,WD
62112,20171026,1,Coronado Ferry SUN-THU,WD
962112,20171026,1,Coronado Ferry Commuter Trips,WD
62113,20171027,1,Coronado Ferry FRI-SAT,WD
962112,20171027,1,Coronado Ferry Commuter Trips,WD
62113,20171028,1,Coronado Ferry FRI-SAT,WD
62112,20171029,1,Coronado Ferry SUN-THU,WD
62112,20171030,1,Coronado Ferry SUN-THU,WD
962112,20171030,1,Coronado Ferry Commuter Trips,WD
62112,20171031,1,Coronado Ferry SUN-THU,WD
962112,20171031,1,Coronado Ferry Commuter Trips,WD
62112,20171101,1,Coronado Ferry SUN-THU,WD
962112,20171101,1,Coronado Ferry Commuter Trips,WD
62112,20171102,1,Coronado Ferry SUN-THU,WD
962112,20171102,1,Coronado Ferry Commuter Trips,WD
62113,20171103,1,Coronado Ferry FRI-SAT,WD
962112,20171103,1,Coronado Ferry Commuter Trips,WD
62113,20171104,1,Coronado Ferry FRI-SAT,WD
62112,20171105,1,Coronado Ferry SUN-THU,WD
62112,20171106,1,Coronado Ferry SUN-THU,WD
962112,20171106,1,Coronado Ferry Commuter Trips,WD
62112,20171107,1,Coronado Ferry SUN-THU,WD
962112,20171107,1,Coronado Ferry Commuter Trips,WD
62112,20171108,1,Coronado Ferry SUN-THU,WD
962112,20171108,1,Coronado Ferry Commuter Trips,WD
62112,20171109,1,Coronado Ferry SUN-THU,WD
962112,20171109,1,Coronado Ferry Commuter Trips,WD
62113,20171110,1,Coronado Ferry FRI-SAT,WD
62113,20171111,1,Coronado Ferry FRI-SAT,WD
62112,20171112,1,Coronado Ferry SUN-THU,WD
62112,20171113,1,Coronado Ferry SUN-THU,WD
962112,20171113,1,Coronado Ferry Commuter Trips,WD
62112,20171114,1,Coronado Ferry SUN-THU,WD
962112,20171114,1,Coronado Ferry Commuter Trips,WD
62112,20171115,1,Coronado Ferry SUN-THU,WD
962112,20171115,1,Coronado Ferry Commuter Trips,WD
62112,20171116,1,Coronado Ferry SUN-THU,WD
962112,20171116,1,Coronado Ferry Commuter Trips,WD
62113,20171117,1,Coronado Ferry FRI-SAT,WD
962112,20171117,1,Coronado Ferry Commuter Trips,WD
62113,20171118,1,Coronado Ferry FRI-SAT,WD
62112,20171119,1,Coronado Ferry SUN-THU,WD
62112,20171120,1,Coronado Ferry SUN-THU,WD
962112,20171120,1,Coronado Ferry Commuter Trips,WD
62112,20171121,1,Coronado Ferry SUN-THU,WD
962112,20171121,1,Coronado Ferry Commuter Trips,WD
62112,20171122,1,Coronado Ferry SUN-THU,WD
962112,20171122,1,Coronado Ferry Commuter Trips,WD
62112,20171123,1,Coronado Ferry SUN-THU,WD
62113,20171124,1,Coronado Ferry FRI-SAT,WD
62113,20171125,1,Coronado Ferry FRI-SAT,WD
62112,20171126,1,Coronado Ferry SUN-THU,WD
62112,20171127,1,Coronado Ferry SUN-THU,WD
962112,20171127,1,Coronado Ferry Commuter Trips,WD
62112,20171128,1,Coronado Ferry SUN-THU,WD
962112,20171128,1,Coronado Ferry Commuter Trips,
62112,20171129,1,Coronado Ferry SUN-THU,
962112,20171129,1,Coronado Ferry Commuter Trips,
62112,20171130,1,Coronado Ferry SUN-THU,
962112,20171130,1,Coronado Ferry Commuter Trips,
62113,20171201,1,Coronado Ferry FRI-SAT,
962112,20171201,1,Coronado Ferry Commuter Trips,
62113,20171202,1,Coronado Ferry FRI-SAT,
62112,20171203,1,Coronado Ferry SUN-THU,
62112,20171204,1,Coronado Ferry SUN-THU,
962112,20171204,1,Coronado Ferry Commuter Trips,
62112,20171205,1,Coronado Ferry SUN-THU,
962112,20171205,1,Coronado Ferry Commuter Trips,
62112,20171206,1,Coronado Ferry SUN-THU,
962112,20171206,1,Coronado Ferry Commuter Trips,
62112,20171207,1,Coronado Ferry SUN-THU,
962112,20171207,1,Coronado Ferry Commuter Trips,
62113,20171208,1,Coronado Ferry FRI-SAT,
962112,20171208,1,Coronado Ferry Commuter Trips,
62113,20171209,1,Coronado Ferry FRI-SAT,
62112,20171210,1,Coronado Ferry SUN-THU,
62112,20171211,1,Coronado Ferry SUN-THU,
962112,20171211,1,Coronado Ferry Commuter Trips,
62112,20171212,1,Coronado Ferry SUN-THU,
962112,20171212,1,Coronado Ferry Commuter Trips,
62112,20171213,1,Coronado Ferry SUN-THU,
962112,20171213,1,Coronado Ferry Commuter Trips,
62112,20171214,1,Coronado Ferry SUN-THU,
962112,20171214,1,Coronado Ferry Commuter Trips,
62113,20171215,1,Coronado Ferry FRI-SAT,
962112,20171215,1,Coronado Ferry Commuter Trips,
62113,20171216,1,Coronado Ferry FRI-SAT,
62112,20171217,1,Coronado Ferry SUN-THU,
62112,20171218,1,Coronado Ferry SUN-THU,
962112,20171218,1,Coronado Ferry Commuter Trips,
62112,20171219,1,Coronado Ferry SUN-THU,
962112,20171219,1,Coronado Ferry Commuter Trips,
62112,20171220,1,Coronado Ferry SUN-THU,
962112,20171220,1,Coronado Ferry Commuter Trips,
62112,20171221,1,Coronado Ferry SUN-THU,
962112,20171221,1,Coronado Ferry Commuter Trips,
62113,20171222,1,Coronado Ferry FRI-SAT,
962112,20171222,1,Coronado Ferry Commuter Trips,
62113,20171223,1,Coronado Ferry FRI-SAT,
62112,20171224,1,Coronado Ferry SUN-THU,
62112,20171225,1,Coronado Ferry SUN-THU,
62112,20171226,1,Coronado Ferry SUN-THU,
962112,20171226,1,Coronado Ferry Commuter Trips,
62112,20171227,1,Coronado Ferry SUN-THU,
962112,20171227,1,Coronado Ferry Commuter Trips,
62112,20171228,1,Coronado Ferry SUN-THU,
962112,20171228,1,Coronado Ferry Commuter Trips,
62113,20171229,1,Coronado Ferry FRI-SAT,
962112,20171229,1,Coronado Ferry Commuter Trips,
62113,20171230,1,Coronado Ferry FRI-SAT,
62112,20171231,1,Coronado Ferry SUN-THU,
62112,20180101,1,Coronado Ferry SUN-THU,
62112,20180102,1,Coronado Ferry SUN-THU,
962112,20180102,1,Coronado Ferry Commuter Trips,
62112,20180103,1,Coronado Ferry SUN-THU,
962112,20180103,1,Coronado Ferry Commuter Trips,
62112,20180104,1,Coronado Ferry SUN-THU,
962112,20180104,1,Coronado Ferry Commuter Trips,
62113,20180105,1,Coronado Ferry FRI-SAT,
962112,20180105,1,Coronado Ferry Commuter Trips,
62113,20180106,1,Coronado Ferry FRI-SAT,
62112,20180107,1,Coronado Ferry SUN-THU,
62112,20180108,1,Coronado Ferry SUN-THU,
962112,20180108,1,Coronado Ferry Commuter Trips,
62112,20180109,1,Coronado Ferry SUN-THU,
962112,20180109,1,Coronado Ferry Commuter Trips,
62112,20180110,1,Coronado Ferry SUN-THU,
962112,20180110,1,Coronado Ferry Commuter Trips,
62112,20180111,1,Coronado Ferry SUN-THU,
962112,20180111,1,Coronado Ferry Commuter Trips,
62113,20180112,1,Coronado Ferry FRI-SAT,
962112,20180112,1,Coronado Ferry Commuter Trips,
62113,20180113,1,Coronado Ferry FRI-SAT,
62112,20180114,1,Coronado Ferry SUN-THU,
62112,20180115,1,Coronado Ferry SUN-THU,
62112,20180116,1,Coronado Ferry SUN-THU,
962112,20180116,1,Coronado Ferry Commuter Trips,
62112,20180117,1,Coronado Ferry SUN-THU,
962112,20180117,1,Coronado Ferry Commuter Trips,
62112,20180118,1,Coronado Ferry SUN-THU,
962112,20180118,1,Coronado Ferry Commuter Trips,
62113,20180119,1,Coronado Ferry FRI-SAT,
962112,20180119,1,Coronado Ferry Commuter Trips,
62113,20180120,1,Coronado Ferry FRI-SAT,
62112,20180121,1,Coronado Ferry SUN-THU,
62112,20180122,1,Coronado Ferry SUN-THU,
962112,20180122,1,Coronado Ferry Commuter Trips,
62112,20180123,1,Coronado Ferry SUN-THU,
962112,20180123,1,Coronado Ferry Commuter Trips,
62112,20180124,1,Coronado Ferry SUN-THU,
962112,20180124,1,Coronado Ferry Commuter Trips,
62112,20180125,1,Coronado Ferry SUN-THU,
962112,20180125,1,Coronado Ferry Commuter Trips,
62113,20180126,1,Coronado Ferry FRI-SAT,
962112,20180126,1,Coronado Ferry Commuter Trips,
62113,20180127,1,Coronado Ferry FRI-SAT,
6535625-1111100-25,20170905,2,Remove Coronado Summer Sun-Thu Svc,
6535625-0000100-25,20170908,2,Remove Coronado Summer Fri Svc,
6535525-0000010-25,20170909,2,Remove Coronado Summer Sat Svc,
