shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
UCT1_SHP,-122.05937,37.59845,81,
UCT1_SHP,-122.05955,37.59853,82,
UCT1_SHP,-122.05972,37.59859,83,
UCT1_SHP,-122.05988,37.59864,84,
UCT1_SHP,-122.06008,37.5987,85,
UCT1_SHP,-122.06026,37.59873,86,
UCT1_SHP,-122.06043,37.59876,87,
UCT1_SHP,-122.06064,37.59878,88,
UCT1_SHP,-122.06084,37.5988,89,
UCT1_SHP,-122.06104,37.5988,90,
UCT1_SHP,-122.06125,37.59879,91,
UCT1_SHP,-122.06145,37.59877,92,
UCT1_SHP,-122.06165,37.59874,93,
UCT1_SHP,-122.06187,37.59869,94,
UCT1_SHP,-122.06225,37.5986,95,
UCT1_SHP,-122.06242,37.59856,96,
UCT1_SHP,-122.06258,37.59853,97,
UCT1_SHP,-122.06277,37.59851,98,
UCT1_SHP,-122.06295,37.59849,99,
UCT1_SHP,-122.06328,37.59845,100,
UCT1_SHP,-122.06553,37.59827,101,
UCT1_SHP,-122.0659,37.59824,102,
UCT1_SHP,-122.0659,37.59824,103,
UCT1_SHP,-122.06615,37.59822,104,
UCT1_SHP,-122.06664,37.59819,105,
UCT1_SHP,-122.06656,37.59834,106,
UCT1_SHP,-122.06659,37.59847,107,
UCT1_SHP,-122.06657,37.59859,108,
UCT1_SHP,-122.06654,37.59872,109,
UCT1_SHP,-122.06647,37.59896,110,
UCT1_SHP,-122.06636,37.59893,111,
UCT1_SHP,-122.0662,37.59895,112,
UCT1_SHP,-122.06538,37.599,113,
UCT1_SHP,-122.0654,37.59894,114,
UCT1_SHP,-122.0654,37.59894,115,
UCT1_SHP,-122.06538,37.599,116,
UCT1_SHP,-122.06541,37.59946,117,
UCT1_SHP,-122.06547,37.59977,118,
UCT1_SHP,-122.06554,37.5998,119,
UCT1_SHP,-122.06563,37.59979,120,
UCT1_SHP,-122.06573,37.59977,121,
UCT1_SHP,-122.06586,37.59974,122,
UCT1_SHP,-122.06597,37.5997,123,
UCT1_SHP,-122.06609,37.59964,124,
UCT1_SHP,-122.06621,37.59956,125,
UCT1_SHP,-122.06633,37.59947,126,
UCT1_SHP,-122.06642,37.59936,127,
UCT1_SHP,-122.0665,37.59924,128,
UCT1_SHP,-122.06655,37.59912,129,
UCT1_SHP,-122.0666,37.59896,130,
UCT1_SHP,-122.06666,37.59874,131,
UCT1_SHP,-122.06671,37.59846,132,
UCT1_SHP,-122.06671,37.59835,133,
UCT1_SHP,-122.06664,37.59819,134,
UCT1_SHP,-122.06735,37.59806,135,
UCT1_SHP,-122.06957,37.59754,136,
UCT1_SHP,-122.06997,37.59745,137,
UCT1_SHP,-122.07033,37.59732,138,
UCT1_SHP,-122.07099,37.59707,139,
UCT1_SHP,-122.07113,37.59702,140,
UCT1_SHP,-122.07107,37.59691,141,
UCT1_SHP,-122.07097,37.59665,142,
UCT1_SHP,-122.07092,37.59647,143,
UCT1_SHP,-122.07088,37.59631,144,
UCT1_SHP,-122.07088,37.59629,145,
UCT1_SHP,-122.07076,37.59605,146,
UCT1_SHP,-122.07063,37.59577,147,
UCT1_SHP,-122.07061,37.59574,148,
UCT1_SHP,-122.07052,37.59558,149,
UCT1_SHP,-122.0704,37.59539,150,
UCT1_SHP,-122.07027,37.59518,151,
UCT1_SHP,-122.07018,37.59502,152,
UCT1_SHP,-122.07005,37.5948,153,
UCT1_SHP,-122.0699,37.59456,154,
UCT1_SHP,-122.06984,37.59445,155,
UCT1_SHP,-122.06968,37.59418,156,
UCT1_SHP,-122.06951,37.59396,157,
UCT1_SHP,-122.06942,37.59384,158,
UCT1_SHP,-122.06927,37.59364,159,
UCT1_SHP,-122.06916,37.59344,160,
UCT1_SHP,-122.06906,37.59327,161,
UCT1_SHP,-122.0689,37.59298,162,
UCT1_SHP,-122.06877,37.59264,163,
UCT1_SHP,-122.06867,37.59217,164,
UCT1_SHP,-122.06868,37.59151,165,
UCT1_SHP,-122.06875,37.59127,166,
UCT1_SHP,-122.06879,37.59115,167,
UCT1_SHP,-122.06888,37.59109,168,
UCT1_SHP,-122.06896,37.5909,169,
UCT1_SHP,-122.06923,37.59038,170,
UCT1_SHP,-122.06924,37.59035,171,
UCT1_SHP,-122.06931,37.59026,172,
UCT1_SHP,-122.06968,37.58983,173,
UCT1_SHP,-122.06978,37.58971,174,
UCT1_SHP,-122.07018,37.58929,175,
UCT1_SHP,-122.07022,37.58924,176,
UCT1_SHP,-122.07034,37.58911,177,
UCT1_SHP,-122.07065,37.58876,178,
UCT1_SHP,-122.07065,37.58865,179,
UCT1_SHP,-122.071,37.58826,180,
UCT1_SHP,-122.07108,37.58817,181,
UCT1_SHP,-122.07115,37.58809,182,
UCT1_SHP,-122.0718,37.58736,183,
UCT1_SHP,-122.0718,37.58736,184,
UCT1_SHP,-122.0718,37.58735,185,
UCT1_SHP,-122.07194,37.58715,186,
UCT1_SHP,-122.07204,37.58698,187,
UCT1_SHP,-122.07231,37.58668,188,
UCT1_SHP,-122.07104,37.58598,189,
UCT1_SHP,-122.0702,37.58554,190,
UCT1_SHP,-122.06973,37.58518,191,
UCT1_SHP,-122.06953,37.58508,192,
UCT1_SHP,-122.0694,37.58501,193,
UCT1_SHP,-122.06842,37.58448,194,
UCT1_SHP,-122.0676,37.5841,195,
UCT1_SHP,-122.0666,37.58353,196,
UCT1_SHP,-122.06617,37.5833,197,
UCT1_SHP,-122.06586,37.58313,198,
UCT1_SHP,-122.06567,37.58294,199,
UCT1_SHP,-122.06555,37.58273,200,
UCT1_SHP,-122.06549,37.5825,201,
UCT1_SHP,-122.06554,37.58229,202,
UCT1_SHP,-122.06564,37.5821,203,
UCT1_SHP,-122.0658,37.58191,204,
UCT1_SHP,-122.0658,37.58191,205,
UCT1_SHP,-122.0658,37.58192,206,
UCT1_SHP,-122.06585,37.58188,207,
UCT1_SHP,-122.06629,37.58166,208,
UCT1_SHP,-122.06662,37.58135,209,
UCT1_SHP,-122.06792,37.57988,210,
UCT1_SHP,-122.06846,37.5793,211,
UCT1_SHP,-122.07009,37.5774,212,
UCT1_SHP,-122.07108,37.57639,213,
UCT1_SHP,-122.07178,37.57585,214,
UCT1_SHP,-122.07265,37.5755,215,
UCT1_SHP,-122.07246,37.57524,216,
UCT1_SHP,-122.07222,37.57501,217,
UCT1_SHP,-122.07159,37.57465,218,
UCT1_SHP,-122.0712,37.57448,219,
UCT1_SHP,-122.07088,37.57428,220,
UCT1_SHP,-122.0705,37.57404,221,
UCT1_SHP,-122.0704,37.57399,222,
UCT1_SHP,-122.0704,37.57399,223,
UCT1_SHP,-122.06965,37.57371,224,
UCT1_SHP,-122.06918,37.57364,225,
UCT1_SHP,-122.06876,37.57357,226,
UCT1_SHP,-122.06879,37.5734,227,
UCT1_SHP,-122.06873,37.57311,228,
UCT1_SHP,-122.0687,37.57309,229,
UCT1_SHP,-122.0687,37.57309,230,
UCT1_SHP,-122.06866,37.57292,231,
UCT1_SHP,-122.06843,37.57272,232,
UCT1_SHP,-122.06864,37.57261,233,
UCT1_SHP,-122.06895,37.57241,234,
UCT1_SHP,-122.06921,37.57231,235,
UCT1_SHP,-122.06974,37.57201,236,
UCT1_SHP,-122.06992,37.57192,237,
UCT1_SHP,-122.07041,37.57168,238,
UCT1_SHP,-122.07067,37.57153,239,
UCT1_SHP,-122.07108,37.5712,240,
UCT1_SHP,-122.07145,37.57072,241,
UCT1_SHP,-122.07155,37.57058,242,
UCT1_SHP,-122.07165,37.5704,243,
UCT1_SHP,-122.07175,37.57011,244,
UCT1_SHP,-122.07186,37.56976,245,
UCT1_SHP,-122.07198,37.56942,246,
UCT1_SHP,-122.07204,37.56919,247,
UCT1_SHP,-122.07214,37.56896,248,
UCT1_SHP,-122.07236,37.5686,249,
UCT1_SHP,-122.07272,37.5682,250,
UCT1_SHP,-122.07581,37.5699,251,
UCT1_SHP,-122.07638,37.57031,252,
UCT1_SHP,-122.07699,37.57088,253,
UCT1_SHP,-122.07754,37.57144,254,
UCT1_SHP,-122.07771,37.57177,255,
UCT1_SHP,-122.07803,37.57241,256,
UCT1_SHP,-122.07919,37.57442,257,
UCT1_SHP,-122.0793,37.57463,258,
UCT1_SHP,-122.07961,37.57527,259,
UCT1_SHP,-122.08027,37.57645,260,
UCT1_SHP,-122.08049,37.57702,261,
UCT1_SHP,-122.08063,37.57736,262,
UCT1_SHP,-122.0807,37.57779,263,
UCT1_SHP,-122.08021,37.57792,264,
UCT1_SHP,-122.07983,37.57811,265,
UCT1_SHP,-122.0797,37.57822,266,
UCT1_SHP,-122.0797,37.57825,267,
UCT1_SHP,-122.0797,37.57825,268,
UCT1_SHP,-122.0797,37.57822,269,
UCT1_SHP,-122.07943,37.57849,270,
UCT1_SHP,-122.07858,37.57944,271,
UCT1_SHP,-122.07816,37.57991,272,
UCT1_SHP,-122.0778,37.58034,273,
UCT1_SHP,-122.07648,37.5819,274,
UCT1_SHP,-122.07621,37.58221,275,
UCT1_SHP,-122.07616,37.58227,276,
UCT1_SHP,-122.07589,37.58257,277,
UCT1_SHP,-122.0744,37.58427,278,
UCT1_SHP,-122.07417,37.58455,279,
UCT1_SHP,-122.0741,37.58463,280,
UCT1_SHP,-122.07381,37.58498,281,
UCT1_SHP,-122.0733,37.58563,282,
UCT1_SHP,-122.07294,37.58606,283,
UCT1_SHP,-122.07272,37.58632,284,
UCT1_SHP,-122.07269,37.58635,285,
UCT1_SHP,-122.07231,37.58668,286,
UCT1_SHP,-122.07204,37.58698,287,
UCT1_SHP,-122.07194,37.58715,288,
UCT1_SHP,-122.07115,37.58809,289,
UCT1_SHP,-122.07108,37.58817,290,
UCT1_SHP,-122.071,37.58826,291,
UCT1_SHP,-122.07065,37.58865,292,
UCT1_SHP,-122.07051,37.58871,293,
UCT1_SHP,-122.07049,37.58873,294,
UCT1_SHP,-122.07015,37.58912,295,
UCT1_SHP,-122.07006,37.58922,296,
UCT1_SHP,-122.06992,37.58938,297,
UCT1_SHP,-122.06967,37.58965,298,
UCT1_SHP,-122.06957,37.58977,299,
UCT1_SHP,-122.06921,37.5902,300,
UCT1_SHP,-122.0691,37.59035,301,
UCT1_SHP,-122.0691,37.59035,302,
UCT1_SHP,-122.06908,37.59037,303,
UCT1_SHP,-122.06888,37.59074,304,
UCT1_SHP,-122.06876,37.59103,305,
UCT1_SHP,-122.06879,37.59115,306,
UCT1_SHP,-122.06875,37.59127,307,
UCT1_SHP,-122.06868,37.59151,308,
UCT1_SHP,-122.06867,37.59217,309,
UCT1_SHP,-122.06877,37.59264,310,
UCT1_SHP,-122.0689,37.59298,311,
UCT1_SHP,-122.06906,37.59327,312,
UCT1_SHP,-122.06916,37.59344,313,
UCT1_SHP,-122.06927,37.59364,314,
UCT1_SHP,-122.06942,37.59384,315,
UCT1_SHP,-122.06951,37.59396,316,
UCT1_SHP,-122.06968,37.59418,317,
UCT1_SHP,-122.06984,37.59445,318,
UCT1_SHP,-122.0699,37.59456,319,
UCT1_SHP,-122.07005,37.5948,320,
UCT1_SHP,-122.07018,37.59502,321,
UCT1_SHP,-122.07027,37.59518,322,
UCT1_SHP,-122.0704,37.59539,323,
UCT1_SHP,-122.07052,37.59558,324,
UCT1_SHP,-122.07061,37.59574,325,
UCT1_SHP,-122.07063,37.59577,326,
UCT1_SHP,-122.07076,37.59605,327,
UCT1_SHP,-122.07088,37.59629,328,
UCT1_SHP,-122.07088,37.59631,329,
UCT1_SHP,-122.07092,37.59647,330,
UCT1_SHP,-122.07097,37.59665,331,
UCT1_SHP,-122.07107,37.59691,332,
UCT1_SHP,-122.06992,37.59734,333,
UCT1_SHP,-122.0695,37.59745,334,
UCT1_SHP,-122.0695,37.59745,335,
UCT1_SHP,-122.0695,37.59744,336,
UCT1_SHP,-122.06829,37.59771,337,
UCT1_SHP,-122.06762,37.59787,338,
UCT1_SHP,-122.0673,37.59795,339,
UCT1_SHP,-122.06679,37.59806,340,
UCT1_SHP,-122.06658,37.59809,341,
UCT1_SHP,-122.06664,37.59819,342,
UCT1_SHP,-122.06656,37.59834,343,
UCT1_SHP,-122.06659,37.59847,344,
UCT1_SHP,-122.06657,37.59859,345,
UCT1_SHP,-122.06654,37.59872,346,
UCT1_SHP,-122.06647,37.59896,347,
UCT1_SHP,-122.06636,37.59893,348,
UCT1_SHP,-122.0662,37.59895,349,
UCT1_SHP,-122.06538,37.599,350,
UCT1_SHP,-122.0654,37.59894,351,
UCT1_SHP,-122.0654,37.59894,352,
UCT1_SHP,-122.06538,37.599,353,
UCT1_SHP,-122.06541,37.59946,354,
UCT1_SHP,-122.06547,37.59977,355,
UCT1_SHP,-122.06554,37.5998,356,
UCT1_SHP,-122.06563,37.59979,357,
UCT1_SHP,-122.06573,37.59977,358,
UCT1_SHP,-122.06586,37.59974,359,
UCT1_SHP,-122.06597,37.5997,360,
UCT1_SHP,-122.06609,37.59964,361,
UCT1_SHP,-122.06621,37.59956,362,
UCT1_SHP,-122.06633,37.59947,363,
UCT1_SHP,-122.06642,37.59936,364,
UCT1_SHP,-122.0665,37.59924,365,
UCT1_SHP,-122.06655,37.59912,366,
UCT1_SHP,-122.0666,37.59896,367,
UCT1_SHP,-122.06666,37.59874,368,
UCT1_SHP,-122.06671,37.59846,369,
UCT1_SHP,-122.06671,37.59835,370,
UCT1_SHP,-122.06664,37.59819,371,
UCT1_SHP,-122.06658,37.59809,372,
UCT1_SHP,-122.06636,37.59807,373,
UCT1_SHP,-122.06529,37.59818,374,
UCT1_SHP,-122.06502,37.5982,375,
UCT1_SHP,-122.06326,37.59834,376,
UCT1_SHP,-122.06292,37.59837,377,
UCT1_SHP,-122.06274,37.59839,378,
UCT1_SHP,-122.06256,37.59842,379,
UCT1_SHP,-122.06239,37.59845,380,
UCT1_SHP,-122.06221,37.59849,381,
UCT1_SHP,-122.06181,37.59859,382,
UCT1_SHP,-122.06157,37.59864,383,
UCT1_SHP,-122.06152,37.59865,384,
UCT1_SHP,-122.06139,37.59866,385,
UCT1_SHP,-122.06117,37.59868,386,
UCT1_SHP,-122.06097,37.59869,387,
UCT1_SHP,-122.06078,37.59868,388,
UCT1_SHP,-122.06055,37.59866,389,
UCT1_SHP,-122.06034,37.59863,390,
UCT1_SHP,-122.06013,37.59859,391,
UCT1_SHP,-122.05995,37.59854,392,
UCT1_SHP,-122.05978,37.59849,393,
UCT1_SHP,-122.05962,37.59843,394,
UCT1_SHP,-122.05944,37.59835,395,
UCT1_SHP,-122.05927,37.59827,396,
UCT1_SHP,-122.05912,37.59818,397,
UCT1_SHP,-122.05896,37.59807,398,
UCT1_SHP,-122.05869,37.59789,399,
UCT1_SHP,-122.05849,37.59777,400,
UCT1_SHP,-122.05827,37.59765,401,
UCT1_SHP,-122.05804,37.59753,402,
UCT1_SHP,-122.05782,37.59742,403,
UCT1_SHP,-122.05758,37.5973,404,
UCT1_SHP,-122.05734,37.59718,405,
UCT1_SHP,-122.05709,37.59707,406,
UCT1_SHP,-122.05685,37.59697,407,
UCT1_SHP,-122.0566,37.59688,408,
UCT1_SHP,-122.05637,37.59681,409,
UCT1_SHP,-122.05613,37.59673,410,
UCT1_SHP,-122.0559,37.59667,411,
UCT1_SHP,-122.05567,37.5966,412,
UCT1_SHP,-122.05507,37.59644,413,
UCT1_SHP,-122.0528,37.59582,414,
UCT1_SHP,-122.05166,37.59549,415,
UCT1_SHP,-122.04934,37.59484,416,
UCT1_SHP,-122.04885,37.5947,417,
UCT1_SHP,-122.04827,37.59455,418,
UCT1_SHP,-122.04732,37.59429,419,
UCT1_SHP,-122.04687,37.59417,420,
UCT1_SHP,-122.04614,37.59398,421,
UCT1_SHP,-122.04558,37.59382,422,
UCT1_SHP,-122.04536,37.59378,423,
UCT1_SHP,-122.04388,37.59336,424,
UCT1_SHP,-122.04285,37.59304,425,
UCT1_SHP,-122.0413,37.59264,426,
UCT1_SHP,-122.041,37.59256,427,
UCT1_SHP,-122.03967,37.59221,428,
UCT1_SHP,-122.03837,37.59185,429,
UCT1_SHP,-122.0376,37.5916,430,
UCT1_SHP,-122.03625,37.59125,431,
UCT1_SHP,-122.03593,37.59116,432,
UCT1_SHP,-122.03542,37.59103,433,
UCT1_SHP,-122.03526,37.59099,434,
UCT1_SHP,-122.03454,37.59078,435,
UCT1_SHP,-122.03437,37.59074,436,
UCT1_SHP,-122.03419,37.59069,437,
UCT1_SHP,-122.03339,37.59047,438,
UCT1_SHP,-122.03258,37.59024,439,
UCT1_SHP,-122.0324,37.59019,440,
UCT1_SHP,-122.0313,37.58989,441,
UCT1_SHP,-122.03098,37.5898,442,
UCT1_SHP,-122.03008,37.58955,443,
UCT1_SHP,-122.02886,37.58923,444,
UCT1_SHP,-122.02784,37.58896,445,
UCT1_SHP,-122.02769,37.58893,446,
UCT1_SHP,-122.02593,37.58842,447,
UCT1_SHP,-122.02512,37.58819,448,
UCT1_SHP,-122.02509,37.58818,449,
UCT1_SHP,-122.02429,37.58795,450,
UCT1_SHP,-122.02422,37.58793,451,
UCT1_SHP,-122.02412,37.5879,452,
UCT1_SHP,-122.02328,37.58767,453,
UCT1_SHP,-122.02277,37.58752,454,
UCT1_SHP,-122.02228,37.58739,455,
UCT1_SHP,-122.02179,37.58725,456,
UCT1_SHP,-122.02166,37.58722,457,
UCT1_SHP,-122.02153,37.58718,458,
UCT1_SHP,-122.02148,37.58729,459,
UCT1_SHP,-122.0213,37.58779,460,
UCT1_SHP,-122.02113,37.58829,461,
UCT1_SHP,-122.02107,37.58846,462,
UCT1_SHP,-122.02097,37.58876,463,
UCT1_SHP,-122.0207,37.58953,464,
UCT1_SHP,-122.02055,37.58999,465,
UCT1_SHP,-122.02052,37.59008,466,
UCT1_SHP,-122.02048,37.59019,467,
UCT1_SHP,-122.02035,37.59058,468,
UCT1_SHP,-122.02017,37.59107,469,
UCT1_SHP,-122.01987,37.59195,470,
UCT1_SHP,-122.01931,37.59182,471,
UCT1_SHP,-122.01879,37.59143,472,
UCT1_SHP,-122.01862,37.59131,473,
UCT1_SHP,-122.0181,37.59092,474,
UCT2_SHP,-122.018,37.59083,1,
UCT2_SHP,-122.018,37.59083,2,
UCT2_SHP,-122.018,37.59083,3,
UCT2_SHP,-122.018,37.59084,4,
UCT2_SHP,-122.01765,37.59059,5,
UCT2_SHP,-122.01867,37.5897,6,
UCT2_SHP,-122.01878,37.58977,7,
UCT2_SHP,-122.0192,37.59006,8,
UCT2_SHP,-122.01933,37.59015,9,
UCT2_SHP,-122.01963,37.59034,10,
UCT2_SHP,-122.01979,37.59043,11,
UCT2_SHP,-122.01983,37.59045,12,
UCT2_SHP,-122.02035,37.59058,13,
UCT2_SHP,-122.02017,37.59107,14,
UCT2_SHP,-122.0201,37.59123,15,
UCT2_SHP,-122.0201,37.59123,16,
UCT2_SHP,-122.01987,37.59195,17,
UCT2_SHP,-122.01968,37.59245,18,
UCT2_SHP,-122.0196,37.59269,19,
UCT2_SHP,-122.01952,37.59287,20,
UCT2_SHP,-122.01944,37.59304,21,
UCT2_SHP,-122.01937,37.5932,22,
UCT2_SHP,-122.01935,37.59328,23,
UCT2_SHP,-122.01921,37.59366,24,
UCT2_SHP,-122.01936,37.5937,25,
UCT2_SHP,-122.01945,37.59372,26,
UCT2_SHP,-122.01954,37.59377,27,
UCT2_SHP,-122.0202,37.59433,28,
UCT2_SHP,-122.02143,37.59539,29,
UCT2_SHP,-122.0223,37.59617,30,
UCT2_SHP,-122.0223,37.59617,31,
UCT2_SHP,-122.0223,37.59615,32,
UCT2_SHP,-122.02268,37.59645,33,
UCT2_SHP,-122.02202,37.59695,34,
UCT2_SHP,-122.02143,37.59739,35,
UCT2_SHP,-122.02129,37.59749,36,
UCT2_SHP,-122.02099,37.59771,37,
UCT2_SHP,-122.02046,37.5981,38,
UCT2_SHP,-122.02153,37.59902,39,
UCT2_SHP,-122.02264,37.59996,40,
UCT2_SHP,-122.0234,37.60061,41,
UCT2_SHP,-122.0234,37.60061,42,
UCT2_SHP,-122.02371,37.60087,43,
UCT2_SHP,-122.02306,37.60136,44,
UCT2_SHP,-122.02239,37.60185,45,
UCT2_SHP,-122.02173,37.60234,46,
UCT2_SHP,-122.0227,37.60318,47,
UCT2_SHP,-122.0227,37.60318,48,
UCT2_SHP,-122.02281,37.60327,49,
UCT2_SHP,-122.02389,37.60421,50,
UCT2_SHP,-122.02497,37.60512,51,
UCT2_SHP,-122.0259,37.60592,52,
UCT2_SHP,-122.02623,37.60593,53,
UCT2_SHP,-122.02721,37.60593,54,
UCT2_SHP,-122.02757,37.60593,55,
UCT2_SHP,-122.028,37.60594,56,
UCT2_SHP,-122.02857,37.60595,57,
UCT2_SHP,-122.02941,37.60595,58,
UCT2_SHP,-122.02991,37.60596,59,
UCT2_SHP,-122.0302,37.60595,60,
UCT2_SHP,-122.03061,37.60595,61,
UCT2_SHP,-122.03098,37.60594,62,
UCT2_SHP,-122.0313,37.60592,63,
UCT2_SHP,-122.03175,37.6059,64,
UCT2_SHP,-122.03185,37.6059,65,
UCT2_SHP,-122.03267,37.60589,66,
UCT2_SHP,-122.03327,37.60589,67,
UCT2_SHP,-122.03382,37.60591,68,
UCT2_SHP,-122.03426,37.60595,69,
UCT2_SHP,-122.03455,37.60596,70,
UCT2_SHP,-122.03483,37.60596,71,
UCT2_SHP,-122.035,37.60596,72,
UCT2_SHP,-122.03541,37.60593,73,
UCT2_SHP,-122.03596,37.60594,74,
UCT2_SHP,-122.03651,37.60594,75,
UCT2_SHP,-122.03741,37.60595,76,
UCT2_SHP,-122.0379,37.60595,77,
UCT2_SHP,-122.03997,37.60596,78,
UCT2_SHP,-122.04019,37.60596,79,
UCT2_SHP,-122.04191,37.60597,80,
UCT2_SHP,-122.04341,37.60598,81,
UCT2_SHP,-122.04471,37.606,82,
UCT2_SHP,-122.04543,37.60601,83,
UCT2_SHP,-122.04728,37.60602,84,
UCT2_SHP,-122.04977,37.60603,85,
UCT2_SHP,-122.05019,37.60603,86,
UCT2_SHP,-122.05103,37.60604,87,
UCT2_SHP,-122.05169,37.60605,88,
UCT2_SHP,-122.05237,37.60605,89,
UCT2_SHP,-122.05322,37.60605,90,
UCT2_SHP,-122.05357,37.60605,91,
UCT2_SHP,-122.05432,37.60606,92,
UCT2_SHP,-122.05482,37.60606,93,
UCT2_SHP,-122.05587,37.60606,94,
UCT2_SHP,-122.05824,37.60607,95,
UCT2_SHP,-122.05869,37.60607,96,
UCT2_SHP,-122.05894,37.60606,97,
UCT2_SHP,-122.05919,37.60607,98,
UCT2_SHP,-122.05943,37.60609,99,
UCT2_SHP,-122.05968,37.60613,100,
UCT2_SHP,-122.05978,37.60615,101,
UCT2_SHP,-122.06004,37.60621,102,
UCT2_SHP,-122.06093,37.60639,103,
UCT2_SHP,-122.06145,37.6065,104,
UCT2_SHP,-122.06152,37.60659,105,
UCT2_SHP,-122.06316,37.60696,106,
UCT2_SHP,-122.06351,37.60703,107,
UCT2_SHP,-122.06413,37.60717,108,
UCT2_SHP,-122.06483,37.60733,109,
UCT2_SHP,-122.06493,37.60735,110,
UCT2_SHP,-122.06503,37.60736,111,
UCT2_SHP,-122.06515,37.60735,112,
UCT2_SHP,-122.06564,37.60724,113,
UCT2_SHP,-122.066,37.60711,114,
UCT2_SHP,-122.06606,37.60708,115,
UCT2_SHP,-122.06611,37.60706,116,
UCT2_SHP,-122.0662,37.60701,117,
UCT2_SHP,-122.06625,37.60698,118,
UCT2_SHP,-122.06632,37.60696,119,
UCT2_SHP,-122.06673,37.60682,120,
UCT2_SHP,-122.06695,37.60675,121,
UCT2_SHP,-122.06713,37.60669,122,
UCT2_SHP,-122.06755,37.60656,123,
UCT2_SHP,-122.06801,37.60638,124,
UCT2_SHP,-122.06809,37.60635,125,
UCT2_SHP,-122.0681,37.60635,126,
UCT2_SHP,-122.0681,37.60635,127,
UCT2_SHP,-122.06824,37.60626,128,
UCT2_SHP,-122.06839,37.60615,129,
UCT2_SHP,-122.06851,37.60604,130,
UCT2_SHP,-122.06861,37.60593,131,
