stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
0087, "0087","SANTA FE & 23RD NE",,  33.799210,-118.215355,
0088, "0088","SANTA FE & 25TH SE",,  33.802269,-118.215317,
0089, "0089","SANTA FE & 25TH NE",,  33.802471,-118.215317,
0090, "0090","SANTA FE & WILLOW NE",,  33.805031,-118.215393,
0091, "0091","SANTA FE & LA VERE E",,  33.806644,-118.215363,
0093, "0093","SANTA FE & COLUMBIA NE",,  33.809345,-118.215355,
0094, "0094","SANTA FE & 29TH NE",,  33.810684,-118.215355,
0095, "0095","SANTA FE & SPRING NE",,  33.811893,-118.215370,
0096, "0096","SANTA FE & 31ST NE",,  33.814247,-118.215347,
0097, "0097","SANTA FE & 33RD SE",,  33.816990,-118.215370,
0098, "0098","SANTA FE & 34TH NE",,  33.819099,-118.215401,
0099, "0099","SANTA FE & ARLINGTON NE",,  33.821556,-118.215370,
0100, "0100","SANTA FE & WARDLOW NE",,  33.825218,-118.215523,
0103, "0103","VIA ORA & HUGHES WAY NE",,  33.829052,-118.212517,
0104, "0104","SANTA FE @ ANAHEIM NE",,  33.783016,-118.215401,
0105, "0105","WARDLOW & R/R TRACKS NE",,  33.824448,-118.218102,
0106, "0106","WARDLOW & WEBSTER N",,  33.824455,-118.220253,
0107, "0107","MCHELEN & WARDLOW NE",,  33.824654,-118.222221,
0108, "0108","MCHELEN & 221ST NE",,  33.826744,-118.222229,
0109, "0109","MCHELEN & 220TH NE",,  33.828323,-118.222244,
0110, "0110","MCHELEN & 219TH NE",,  33.829521,-118.222145,
0111, "0111","BATTAAN & CARSON SE",,  33.831577,-118.223366,
0112, "0112","CARSON & HARBOR VW. SE",,  33.831699,-118.221420,
0113, "0113","SANTA FE & CARSON NE",,  33.832123,-118.216736,
0114, "0114","SANTA FE & MADISON SE",,  33.834461,-118.215881,
0115, "0115","SANTA FE & VAN BUREN NE",,  33.837135,-118.214874,
0116, "0116","GARFIELD & JEFFERSON NE",,  33.893066,-118.168709,
0117, "0117","GARFIELD & JEFFERSON SW",,  33.892681,-118.168854,
0118, "0118","GARFIELD & SOMERSET NE",,  33.896641,-118.168732,
0119, "0119","GARFIELD & SOMERSET SW",,  33.896202,-118.168877,
0120, "0120","Garfield & Petrol NW",,  33.898636,-118.168900,
0121, "0121","Wardlow & Santa Fe SE",,  33.824257,-118.215126,
0123, "0123","CARSON & HARBOR VW. NW",,  33.831799,-118.221962,
0124, "0124","BATAAN & CARSON SW",,  33.831482,-118.223465,
0125, "0125","MCHELEN & 219TH SW",,  33.829258,-118.222298,
0126, "0126","MCHELEN & 220TH SW",,  33.827972,-118.222389,
0127, "0127","MCHELEN & 221ST SW",,  33.826561,-118.222366,
0129, "0129","WARDLOW & WEBSTER SE",,  33.824234,-118.219879,
0130, "0130","WARDLOW & R/R TRACKS SW",,  33.824242,-118.218529,
0131, "0131","SANTA FE & WARDLOW SW",,  33.824062,-118.215576,
0132, "0132","HUGHES WAY & VIA ORO NW",,  33.828682,-118.213257,
0134, "0134","SANTA FE & WARNOCK SW",,  33.825855,-118.215981,
0135, "0135","SANTA FE & ARLINGTON SW",,  33.821156,-118.215576,
0136, "0136","SANTA FE & 34TH SW",,  33.818443,-118.215561,
0137, "0137","SANTA FE & 33RD W",,  33.816860,-118.215637,
0138, "0138","SANTA FE & 31ST SW",,  33.813839,-118.215569,
0139, "0139","SANTA FE & SPRING SW",,  33.811420,-118.215561,
0140, "0140","SANTA FE & COLUMBIA SW",,  33.808907,-118.215591,
0142, "0142","SANTA FE & LA VERE SW",,  33.806400,-118.215584,
0143, "0143","SANTA FE & WILLOW SW",,  33.804058,-118.215538,
0144, "0144","SANTA FE & 25TH SW",,  33.802284,-118.215546,
0145, "0145","SANTA FE & BURNETT SW",,  33.800571,-118.215546,
0146, "0146","SANTA FE & 23RD SW",,  33.798717,-118.215569,
0147, "0147","SANTA FE & HILL SW",,  33.796913,-118.215538,
0148, "0148","SANTA FE & 21ST NW",,  33.795418,-118.215569,
0149, "0149","COWLES & SANTA FE SW",,  33.784603,-118.215645,
0150, "0150","SANTA FE & 19TH SW",,  33.791630,-118.215569,
0151, "0151","SANTA FE & PCH SW",,  33.789387,-118.215591,
0152, "0152","SANTA FE & 16TH NW",,  33.787144,-118.215622,
0153, "0153","SANTA FE & COWLES SW",,  33.784439,-118.215622,
0154, "0154","ANAHEIM & SANTA FE SE",,  33.782684,-118.215057,
0155, "0155","ANAHEIM & HARBOR SW",,  33.782619,-118.210579,
0156, "0156","ANAHEIM & OREGON SE",,  33.782616,-118.200584,
0157, "0157","MAGNOLIA & ANAHEIM SW",,  33.782494,-118.198143,
0158, "0158","MAGNOLIA & 11TH SW",,  33.779957,-118.198128,
0160, "0160","MAGNOLIA & NINTH SW",,  33.777531,-118.198143,
0162, "0162","MAGNOLIA & SEVENTH SW",,  33.775078,-118.198135,
0164, "0164","MAGNOLIA & FIFTH SW",,  33.772747,-118.198097,
0166, "0166","MAGNOLIA & THIRD SW",,  33.770279,-118.198143,
0167, "0167","BROADWAY & MAGNOLIA SE",,  33.769249,-118.197800,
0168, "0168","BROADWAY & CHESTNUT SE",,  33.769249,-118.196037,
0169, "0169","BROADWAY & MAINE SE",,  33.769222,-118.200348,
0170, "0170","OCEAN & HART PL SE",,  33.766674,-118.188499,
0172, "0172","OCEAN & LINDEN SW",,  33.766396,-118.186256,
0173, "0173","OCEAN & ATLANTIC SE",,  33.766220,-118.184875,
0175, "0175","OCEAN & 1ST PL SE",,  33.766064,-118.181160,
0177, "0177","OCEAN & 5TH PL SE",,  33.765648,-118.177704,
0178, "0178","OCEAN & 7TH PLACE SE",,  33.765415,-118.175858,
0179, "0179","OCEAN & 11TH PL SE",,  33.764900,-118.172188,
0180, "0180","CHERRY & OCEAN NE",,  33.764908,-118.168327,
0181, "0181","CHERRY & BROADWAY NE",,  33.767551,-118.167801,
0182, "0182","CHERRY & THIRD NE",,  33.769241,-118.167633,
0183, "0183","CHERRY & FOURTH NE",,  33.771935,-118.167648,
0184, "0184","CHERRY & SEVENTH NE",,  33.775646,-118.167618,
0185, "0185","CHERRY & TENTH NE",,  33.779289,-118.167625,
0186, "0186","CHERRY & ANAHEIM NE",,  33.783012,-118.167625,
0187, "0187","CHERRY & 14TH NE",,  33.784637,-118.167587,
0188, "0188","CHERRY & 15TH NE",,  33.786423,-118.167603,
0189, "0189","CHERRY & PCH NE",,  33.790241,-118.167564,
0191, "0191","CHERRY & 21TH NE",,  33.795616,-118.167595,
0192, "0192","CHERRY & HILL NE",,  33.797630,-118.167503,
0193, "0193","CHERRY & BURNETT NE",,  33.801044,-118.167465,
0194, "0194","CHERRY & WILLOW NE",,  33.804726,-118.167542,
0195, "0195","CHERRY & 27TH SE",,  33.806042,-118.167488,
0196, "0196","CHERRY & 28TH NE",,  33.808342,-118.167488,
0198, "0198","CHERRY & SPRING NE",,  33.812283,-118.167488,
0199, "0199","CHERRY & 33RD SE",,  33.816765,-118.167519,
0200, "0200","CHERRY & WARDLOW NE",,  33.819218,-118.167503,
0201, "0201","CHERRY & 36TH NE",,  33.822441,-118.167412,
0202, "0202","CHERRY & 37TH E",,  33.824741,-118.167404,
0203, "0203","CHERRY & BIXBY NE",,  33.826977,-118.167435,
0205, "0205","CHERRY & CARSON NE",,  33.832767,-118.167412,
0206, "0206","CARSON & CHERRY SE",,  33.832359,-118.167091,
0207, "0207","CARSON & CHERRY NW",,  33.832539,-118.168060,
0208, "0208","CHERRY & TEHACHAPI E",,  33.836838,-118.167404,
0209, "0209","CHERRY & 45TH SE",,  33.838257,-118.167397,
0211, "0211","CHERRY & SAN ANTONIO SE",,  33.845970,-118.167366,
0212, "0212","CHERRY & DEL AMO NE",,  33.847366,-118.167381,
0213, "0213","CHERRY & DENMEAD NE",,  33.851215,-118.167480,
0214, "0214","CHERRY & CANDLEWOOD NE",,  33.854580,-118.167694,
0215, "0215","CHERRY & 55TH NE",,  33.856285,-118.168396,
0216, "0216","CHERRY & SOUTH NE",,  33.860535,-118.168465,
0217, "0217","CHERRY & HUNGARFORD NE",,  33.863121,-118.168480,
0218, "0218","CHERRY & 61ST NE",,  33.865860,-118.168488,
0219, "0219","CHERRY & HARDING NE",,  33.867680,-118.168495,
0220, "0220","CHERRY & 63RD NE",,  33.869846,-118.168518,
0222, "0222","CHERRY & 65TH NE",,  33.872700,-118.168518,
0223, "0223","CHERRY & ARTESIA SE",,  33.874317,-118.168564,
0224, "0224","CHERRY & 68TH NE",,  33.878647,-118.168610,
0225, "0225","GARFIELD & MOBILE HOME E",,  33.883415,-118.168625,
0226, "0226","GARFIELD & JACKSON NE",,  33.885708,-118.168640,
0227, "0227","GARFIELD & ALONDRA SE",,  33.888805,-118.168671,
0228, "0228","GARFIELD & ALONDRA SW",,  33.888336,-118.168938,
0229, "0229","GARFIELD & JACKSON SW",,  33.884998,-118.168854,
0230, "0230","GARFIELD & MOBILE HOMES W",,  33.883007,-118.168846,
0231, "0231","CHERRY & 68TH SW",,  33.878040,-118.168816,
0232, "0232","CHERRY & ARTESIA SW",,  33.874180,-118.168785,
0233, "0233","CHERRY & 65TH NW",,  33.873020,-118.168793,
0235, "0235","CHERRY & 63RD SW",,  33.869057,-118.168755,
0236, "0236","CHERRY & HARDING SW",,  33.867142,-118.168747,
0237, "0237","CHERRY & 61ST SW",,  33.865456,-118.168739,
0238, "0238","CHERRY & HUNGERFORD SW",,  33.862694,-118.168709,
0239, "0239","CHERRY & SOUTH SW",,  33.859859,-118.168663,
0240, "0240","CHERRY & 56TH SW",,  33.857685,-118.168655,
0241, "0241","CHERRY & 55TH SW",,  33.855770,-118.168488,
0242, "0242","CHERRY & MARKET SW",,  33.854099,-118.167831,
0243, "0243","CHERRY & 52ND NW",,  33.851120,-118.167770,
0245, "0245","CHERRY & SAN ANTONIO SW",,  33.845741,-118.167702,
0247, "0247","CHERRY & CHERRY PARK SW",,  33.840290,-118.167717,
0248, "0248","CHERRY & 45TH SW",,  33.838188,-118.167740,
0249, "0249","CHERRY & TEHACHAPI SW",,  33.836319,-118.167755,
0250, "0250","CHERRY & CARSON SW",,  33.831821,-118.167725,
0252, "0252","CHERRY & BIXBY SW",,  33.826454,-118.167656,
0253, "0253","CHERRY & 37TH SW",,  33.824097,-118.167656,
0254, "0254","CHERRY & 36TH SW",,  33.822041,-118.167656,
0255, "0255","CHERRY & WARDLOW SW",,  33.818703,-118.167763,
0256, "0256","CHERRY & 33RD SW",,  33.816898,-118.167770,
0257, "0257","CHERRY & SPRING SW",,  33.811455,-118.167755,
0258, "0258","CHERRY & 29TH SW",,  33.809616,-118.167740,
0259, "0259","CHERRY & 28TH SW",,  33.807758,-118.167732,
0260, "0260","CHERRY & 27TH SW",,  33.806011,-118.167732,
0261, "0261","CHERRY & WILLOW SW",,  33.803112,-118.167732,
0262, "0262","CHERRY & BURNETT SW",,  33.800461,-118.167717,
0263, "0263","CHERRY & HILL SW",,  33.796852,-118.167770,
0264, "0264","CHERRY & 21TH SW",,  33.795033,-118.167839,
0265, "0265","CHERRY & 19TH NW",,  33.792027,-118.167854,
0266, "0266","CHERRY & PCH SW",,  33.789650,-118.167702,
0267, "0267","CHERRY & 15TH SW",,  33.786060,-118.167732,
0268, "0268","CHERRY & 14TH SW",,  33.784260,-118.167740,
0269, "0269","CHERRY & ANAHEIM SW",,  33.782291,-118.167709,
0270, "0270","CHERRY & 10TH SW",,  33.778725,-118.167694,
0271, "0271","CHERRY & SEVENTH SW",,  33.775059,-118.167702,
0272, "0272","CHERRY & FOURTH SW",,  33.770885,-118.167717,
0273, "0273","CHERRY & THIRD SW",,  33.768536,-118.167770,
0274, "0274","CHERRY & BROADWAY SW",,  33.766788,-118.168098,
0275, "0275","OCEAN & CHERRY NW",,  33.764637,-118.168732,
0276, "0276","OCEAN & GAVIOTA NW",,  33.765076,-118.172218,
0277, "0277","OCEAN & ESPERANZA NW",,  33.765533,-118.175819,
0278, "0278","OCEAN & ORANGE NW",,  33.765774,-118.177597,
0280, "0280","OCEAN & BONITO NW",,  33.766243,-118.181274,
0281, "0281","OCEAN & ALAMITOS NW",,  33.766373,-118.183464,
0282, "0282","OCEAN & ATLANTIC NW",,  33.766506,-118.185303,
0284, "0284","OCEAN & ELM NW",,  33.766861,-118.188225,
0285, "0285","CARSON & R/R TRACKS SW",,  33.832344,-118.164474,
0286, "0286","PARAMOUNT & CARSON NE",,  33.832928,-118.159851,
0287, "0287","PARAMOUNT & VILLAGE RD NE",,  33.835045,-118.159874,
0288, "0288","PARAMOUNT & WARWOOD NE",,  33.836449,-118.159874,
0289, "0289","PARAMOUNT & BOMBERRY NE",,  33.838558,-118.159851,
0290, "0290","PARAMOUNT & GREENTOP NE",,  33.840004,-118.159843,
0291, "0291","PARAMOUNT & FAIRMAN NE",,  33.842094,-118.159843,
0292, "0292","PARAMOUNT & ARBOR RD NE",,  33.843304,-118.159836,
0293, "0293","PARAMOUNT & DEL AMO NE",,  33.847519,-118.159775,
0294, "0294","PARAMOUNT & HARDWICK NE",,  33.850449,-118.159782,
0295, "0295","CANDLEWOOD & PARAMOUNT SE",,  33.853752,-118.159523,
0296, "0296","CANDLEWOOD & OBISPO SE",,  33.853802,-118.154533,
0297, "0297","DOWNEY & CANDLEWOOD NE",,  33.854343,-118.151123,
0298, "0298","DOWNEY & MICHELSON NE",,  33.857845,-118.151093,
0299, "0299","DOWNEY & ST. PANCRATIUS NE",,  33.858799,-118.151146,
0300, "0300","DOWNEY & SOUTH NE",,  33.860634,-118.151108,
0301, "0301","DOWNEY & 59TH NE",,  33.863033,-118.151138,
0302, "0302","DOWNEY & LA JARA NE",,  33.865631,-118.151138,
0303, "0303","DOWNEY & ASHWORTH NE",,  33.868233,-118.151176,
0304, "0304","DOWNEY & 64TH NE",,  33.871246,-118.151192,
0305, "0305","DOWNEY & ARTESIA NE",,  33.875019,-118.151207,
0306, "0306","DOWNEY & 68TH NE",,  33.879410,-118.151245,
0307, "0307","DOWNEY & 70TH SE",,  33.882366,-118.151260,
0308, "0308","DOWNEY & HARRISON NE",,  33.884010,-118.151260,
0309, "0309","INDIANA & MONROE NE",,  33.887627,-118.153389,
0310, "0310","ALONDRA & INDIANA SE",,  33.889126,-118.153168,
0312, "0312","Atlantic at 1st SE",,  33.767860,-118.184982,
0313, "0313","Atlantic at 4th St NW",,  33.771935,-118.185127,
0314, "0314","Atlantic at 4th St NE",,  33.771935,-118.184982,
0315, "0315","DOWNEY & 70TH SW",,  33.881748,-118.151436,
0316, "0316","DOWNEY & 68TH NW",,  33.878529,-118.151451,
0317, "0317","DOWNEY & ARTESIA SW",,  33.874332,-118.151390,
0318, "0318","DOWNEY & 64TH SW",,  33.870861,-118.151367,
0319, "0319","DOWNEY & POPPY SW",,  33.868847,-118.151306,
0320, "0320","DOWNEY & LA JARA SW",,  33.865063,-118.151276,
0321, "0321","DOWNEY & 59TH NW",,  33.863438,-118.151260,
0322, "0322","DOWNEY & SOUTH SW",,  33.859783,-118.151276,
0323, "0323","DOWNEY & WOLFE NW",,  33.858028,-118.151230,
0324, "0324","CANDLEWOOD & DOWNEY NW",,  33.853889,-118.151581,
0325, "0325","CANDLEWOOD & OBISPO NW",,  33.853882,-118.155609,
0326, "0326","PARAMOUNT & CANDLEWOOD SW",,  33.853474,-118.159973,
0327, "0327","PARAMOUNT & HARDWICK NW",,  33.850288,-118.159943,
0328, "0328","PARAMOUNT & DEL AMO SW",,  33.846676,-118.160027,
0329, "0329","PARAMOUNT & ARBOR RD W",,  33.843483,-118.159973,
0330, "0330","PARAMOUNT & GREENTOP NW",,  33.840004,-118.159988,
0331, "0331","PARAMOUNT & BOMBERRY SW",,  33.838558,-118.159988,
0332, "0332","PARAMOUNT & WARWOOD SW",,  33.836445,-118.160019,
0333, "0333","PARAMOUNT & VILLAGE RD W",,  33.834866,-118.160019,
0334, "0334","PARAMOUNT & CARSON NW",,  33.832813,-118.160110,
0335, "0335","CARSON & R/R TRACKS NE",,  33.832539,-118.163933,
0337, "0337","Atlantic at Broadway SW",,  33.769073,-118.185120,
0338, "0338","ALAMITOS & SEVENTH NE",,  33.775562,-118.180038,
0339, "0339","Atlantic at 6th St SW",,  33.773918,-118.185104,
0340, "0340","FOURTH & ORANGE NW",,  33.771790,-118.176697,
0342, "0342","ALAMITOS & NEW YORK SW",,  33.784653,-118.177391,
0344, "0344","ALAMITOS & SIXTH SE",,  33.773937,-118.180550,
0345, "0345","ALAMITOS &  BROADWAY SE",,  33.768986,-118.182060,
0346, "0346","ALAMITOS & ANAHEIM SW",,  33.782368,-118.178093,
0347, "0347","ALAMITOS & 10TH NE",,  33.779083,-118.178955,
0348, "0348","ALAMITOS & 10TH NW",,  33.779072,-118.179108,
0349, "0349","ALAMITOS & 4TH NE",,  33.771946,-118.181152,
0350, "0350","ALAMITOS AT 5TH SW",,  33.772766,-118.181046,
0351, "0351","ATLANTIC & ANAHEIM SW",,  33.782257,-118.185135,
0352, "0352","ATLANTIC & 11TH SW",,  33.780746,-118.185112,
0353, "0353","TENTH & ATLANTIC NW",,  33.779057,-118.185211,
0354, "0354","TENTH & LINDEN NW",,  33.779037,-118.187012,
0355, "0355","TENTH & L.B. BLVD. NW",,  33.779022,-118.189850,
0356, "0356","TENTH & PINE NW",,  33.779064,-118.192665,
0358, "0358","ALAMITOS & 7TH SW",,  33.775005,-118.180359,
0360, "0360","PACIFIC & SEVENTH SW",,  33.775257,-118.193794,
0362, "0362","PACIFIC & FIFTH SW",,  33.772839,-118.193794,
0364, "0364","PACIFIC & THIRD SW",,  33.770206,-118.193802,
0366, "0366","PACIFIC & OCEAN NW",,  33.767464,-118.193863,
0367, "0367","OCEAN & CHESTNUT NW",,  33.767361,-118.196518,
0369, "0369","THIRD & MAGNOLIA NW",,  33.770554,-118.198334,
0378, "0378","LONG BEACH & 4TH SW",,  33.771423,-118.189514,
0379, "0379","PACIFIC & 1ST NW",,  33.768398,-118.193794,
0382, "0382","MAGNOLIA & ANAHEIM NE",,  33.782875,-118.197998,
0383, "0383","MAGNOLIA & 14TH SE",,  33.783867,-118.198029,
0384, "0384","MAGNOLIA & 15TH NE",,  33.786427,-118.198029,
0385, "0385","MAGNOLIA & 17TH NE",,  33.788319,-118.198044,
0386, "0386","MAGNOLIA & PCH NE",,  33.790352,-118.198051,
0387, "0387","MAGNOLIA & 19TH NE",,  33.791790,-118.198044,
0388, "0388","MAGNOLIA & 20TH NE",,  33.793583,-118.198006,
0389, "0389","MAGNOLIA & 21ST NE",,  33.795559,-118.198059,
0390, "0390","MAGNOLIA & HILL NE",,  33.797382,-118.198044,
0391, "0391","MAGNOLIA & 23RD NE",,  33.799213,-118.198059,
0392, "0392","MAGNOLIA & BURNETT NE",,  33.800995,-118.198059,
0393, "0393","MAGNOLIA & 25TH NE",,  33.802795,-118.198029,
0394, "0394","MAGNOLIA & WILLOW NE",,  33.804710,-118.198074,
0395, "0395","MAGNOLIA & 27TH NE",,  33.806412,-118.198044,
0396, "0396","MAGNOLIA & 28TH NE",,  33.808170,-118.198029,
0397, "0397","MAGNOLIA & 29TH NE",,  33.810047,-118.198036,
0398, "0398","MAGNOLIA & SPRING NE",,  33.811932,-118.198036,
0399, "0399","MAGNOLIA & 31ST NE",,  33.813641,-118.198051,
0400, "0400","MAGNOLIA & 32ND NE",,  33.815556,-118.198021,
0401, "0401","WARDLOW & MAGNOLIA SE",,  33.818886,-118.197563,
0402, "0402","PACIFIC PL & WARDLOW SW",,  33.818684,-118.195900,
0403, "0403","PACIFIC & BRETHREN MANOR W",,  33.817894,-118.195396,
0404, "0404","PACIFIC PL & CEDAR NW",,  33.817013,-118.194931,
0405, "0405","32ND & CHESTNUT NW",,  33.815319,-118.196144,
0406, "0406","MAGNOLIA & 32ND SW",,  33.815075,-118.198166,
0407, "0407","MAGNOLIA & 31ST SW",,  33.813236,-118.198189,
0408, "0408","MAGNOLIA & SPRING SW",,  33.811417,-118.198212,
0409, "0409","MAGNOLIA & 29TH SW",,  33.809605,-118.198227,
0410, "0410","MAGNOLIA & 28TH SW",,  33.807858,-118.198212,
0411, "0411","MAGNOLIA & 27TH SW",,  33.806042,-118.198174,
0412, "0412","MAGNOLIA & WILLOW SW",,  33.804089,-118.198135,
0413, "0413","MAGNOLIA & 25TH SW",,  33.802357,-118.198151,
0414, "0414","MAGNOLIA & BURNETT SW",,  33.800560,-118.198174,
0415, "0415","MAGNOLIA & 23RD SW",,  33.798740,-118.198181,
0416, "0416","MAGNOLIA & HILL SW",,  33.796902,-118.198151,
0417, "0417","MAGNOLIA & 21ST SW",,  33.795135,-118.198227,
0418, "0418","MAGNOLIA & 20TH SW",,  33.793243,-118.198181,
0419, "0419","MAGNOLIA & 19TH SW",,  33.791500,-118.198189,
0420, "0420","MAGNOLIA & PCH SW",,  33.789536,-118.198181,
0421, "0421","MAGNOLIA & 17TH SW",,  33.787655,-118.198204,
0422, "0422","MAGNOLIA & 15TH SW",,  33.785568,-118.198196,
0423, "0423","MAGNOLIA & 14TH SW",,  33.783833,-118.198158,
0424, "0424","PACIFIC & SEVENTH NE",,  33.775700,-118.193604,
0425, "0425","PACIFIC & NINTH NE",,  33.777889,-118.193665,
0426, "0426","PACIFIC & TENTH NE",,  33.779228,-118.193665,
0427, "0427","PACIFIC & ANAHEIM SE",,  33.782333,-118.193657,
0429, "0429","PACIFIC & 14TH NE",,  33.784149,-118.193642,
0430, "0430","PACIFIC & 15TH NE",,  33.785534,-118.193642,
0431, "0431","PACIFIC & 16TH NE",,  33.787308,-118.193642,
0432, "0432","PACIFIC & PCH NE",,  33.790203,-118.193626,
0433, "0433","PACIFIC & 19TH NE",,  33.791924,-118.193604,
0434, "0434","PACIFIC & 20TH NE",,  33.793716,-118.193634,
0435, "0435","PACIFIC & 21ST NE",,  33.795509,-118.193634,
0436, "0436","PACIFIC & HILL NE",,  33.797356,-118.193642,
0437, "0437","PACIFIC & 23RD NE",,  33.799198,-118.193672,
0438, "0438","PACIFIC & BURNETT NE",,  33.801029,-118.193657,
0439, "0439","PACIFIC & 25TH NE",,  33.802826,-118.193634,
0440, "0440","PACIFIC & WILLOW NE",,  33.804684,-118.193611,
0441, "0441","PACIFIC & 27TH NE",,  33.806423,-118.193657,
0442, "0442","PACIFIC & 28TH NE",,  33.808239,-118.193611,
0443, "0443","PACIFIC & SPRING NE",,  33.811768,-118.193634,
0445, "0445","PACIFIC & SPRING SW",,  33.811375,-118.193855,
0446, "0446","PACIFIC & 29TH SW",,  33.809624,-118.193848,
