route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
16,10-16-1 MF,[@1.0.6833526@][1][1328641816892]/31__10-16-1_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-1 MF,[@1.0.6833526@]1
16,10-16-1 MF,[@1.0.6833526@][2][1328642046419]/51__10-16-1_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-1 MF,[@1.0.6833526@]2
10,10-16-1 MF,[@1.0.567579@][1][1305930745578]/7__10-16-1_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-1 MF,[@1.0.567579@]1
10,10-16-1 MF,[@1.0.6833508@][2][1328651803958]/7__10-16-1_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-1 MF,[@1.0.6833508@]2
16,10-16-1 MF,[@1.0.6833526@][1][1328641816892]/35__10-16-1_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-1 MF,[@1.0.6833526@]1
16,10-16-1 MF,[@1.0.6833526@][2][1328642046419]/55__10-16-1_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-1 MF,[@1.0.6833526@]2
10,10-16-1 MF,[@1.0.567579@][1][1305930745578]/11__10-16-1_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-1 MF,[@1.0.567579@]1
10,10-16-1 MF,[@1.0.6833508@][2][1328651803958]/11__10-16-1_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-1 MF,[@1.0.6833508@]2
16,10-16-1 MF,[@1.0.6833526@][1][1328641816892]/39__10-16-1_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-1 MF,[@1.0.6833526@]1
16,10-16-1 MF,[@1.0.6833526@][2][1328642046419]/57__10-16-1_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-1 MF,[@1.0.6833526@]2
11,10-16-1 MF,[@1.0.14853064@][8][1402698112671]/0__10-16-1_MF,WELLS CENTER  via TELEPHONE RD,1,10-16-1 MF,[@1.0.12094204@]1
6,6-2 MF,[@1.0.16485801@][7][1418249490669]/3__6-2_MF,OXNARD TRANSIT CENTER,1,6-2 MF,[@1.0.9718135@]2
6,6-2 MF,[@1.0.9718135@][1][1352498055339]/5__6-2_MF,MAIN ST - VENTURA AVE,0,6-2 MF,[@1.0.9718135@]1
6,6-2 MF,[@1.0.9718135@][2][1352498869404]/44__6-2_MF,OXNARD TRANSIT CENTER,1,6-2 MF,[@1.0.9718135@]2
6,6-2 MF,[@1.0.9718135@][1][1352498055339]/13__6-2_MF,MAIN ST - VENTURA AVE,0,6-2 MF,[@1.0.9718135@]1
6,6-2 MF,[@1.0.9718135@][2][1352498980587]/54__6-2_MF,OXNARD TRANSIT CENTER,1,6-2 MF,[@1.0.9718135@]2
6,6-2 MF,[@1.0.9718135@][1][1352498199221]/21__6-2_MF,MAIN ST - VENTURA AVE,0,6-2 MF,[@1.0.9718135@]1
6,6-2 MF,[@1.0.9718135@][2][1352498980587]/61__6-2_MF,OXNARD TRANSIT CENTER,1,6-2 MF,[@1.0.9718135@]2
6,6-5 MF,[@1.0.9718135@][1][1352497985252]/0__6-5_MF,MAIN ST - VENTURA AVE,0,6-5 MF,[@1.0.9718135@]1
6,6-5 MF,[@1.0.9718135@][2][1352498819249]/39__6-5_MF,OXNARD TRANSIT CENTER,1,6-5 MF,[@1.0.9718135@]2
6,6-5 MF,[@1.0.16485801@][6][1417553801233]/0__6-5_MF,MAIN ST - VENTURA AVE,0,6-5 MF,[@1.0.9718135@]1
6,6-5 MF,[@1.0.9718135@][2][1352498910417]/47__6-5_MF,OXNARD TRANSIT CENTER,1,6-5 MF,[@1.0.9718135@]2
6,6-5 MF,[@1.0.9718135@][1][1352498055339]/16__6-5_MF,MAIN ST - VENTURA AVE,0,6-5 MF,[@1.0.9718135@]1
6,6-5 MF,[@1.0.16485801@][7][1417552169762]/1__6-5_MF,OXNARD TRANSIT CENTER,1,6-5 MF,[@1.0.9718135@]2
6,6-5 MF,[@1.0.9718135@][1][1352505846342]/5__6-5_MF,MAIN ST - VENTURA AVE,0,6-5 MF,[@1.0.9718135@]1
6,6-5 MF,[@1.0.9718135@][2][1352499041101]/63__6-5_MF,OXNARD TRANSIT CENTER,1,6-5 MF,[@1.0.9718135@]2
6,6-5 MF,[@1.0.9718135@][1][1352498199221]/31__6-5_MF,MAIN ST - VENTURA AVE,0,6-5 MF,[@1.0.9718135@]1
6,6-4 SS,[@1.0.9718135@][2][1353372885639]/31__6-4_SS,OXNARD TRANSIT CENTER,1,6-4 SS,[@1.0.9718135@]2
6,6-4 SS,[@1.0.9718135@][1][1353372617212]/3__6-4_SS,MAIN ST - VENTURA AVE,0,6-4 SS,[@1.0.9718135@]1
6,6-4 SS,[@1.0.9718135@][2][1353373467268]/36__6-4_SS,OXNARD TRANSIT CENTER,1,6-4 SS,[@1.0.9718135@]2
6,6-4 SS,[@1.0.9718135@][1][1353372638201]/9__6-4_SS,MAIN ST - VENTURA AVE,0,6-4 SS,[@1.0.9718135@]1
6,6-4 SS,[@1.0.9718135@][2][1353373467268]/42__6-4_SS,OXNARD TRANSIT CENTER,1,6-4 SS,[@1.0.9718135@]2
6,6-4 SS,[@1.0.9718135@][1][1353372638201]/16__6-4_SS,MAIN ST - VENTURA AVE,0,6-4 SS,[@1.0.9718135@]1
6,6-4 SS,[@1.0.9718135@][2][1353373467268]/48__6-4_SS,OXNARD TRANSIT CENTER,1,6-4 SS,[@1.0.9718135@]2
6,6-4 SS,[@1.0.9718135@][1][1353372638201]/22__6-4_SS,MAIN ST - VENTURA AVE,0,6-4 SS,[@1.0.9718135@]1
6,6-4 SS,[@1.0.9718135@][2][1353373467268]/54__6-4_SS,OXNARD TRANSIT CENTER,1,6-4 SS,[@1.0.9718135@]2
6,6-4 SS,[@1.0.9718135@][1][1353372638201]/28__6-4_SS,MAIN ST - VENTURA AVE,0,6-4 SS,[@1.0.9718135@]1
6,6-4 SS,[@1.0.29954562@][7][1494269897634]/0__6-4_SS,OXNARD TRANSIT CENTER,1,6-4 SS,[@1.0.9718135@]2
1B,1-2 MF,[@1.0.20163703@][3][1443829050664]/0__1-2_MF,CENTERPOINT MALL - PT HUENEME - BARD RD,1,1-2 MF,[@1.0.10183950@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958264238]/1__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958341070]/3__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958341070]/5__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958341070]/7__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958341070]/9__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958341070]/11__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958374961]/13__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958374961]/15__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958374961]/17__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1A,1-2 MF,[@1.0.14852882@][3][1402958396321]/19__1-2_MF,CENTERPOINT MALL - PT HUENEME - PV RD,1,1-2 MF,[@1.0.10179918@]10
1B,1-2 MF,[@1.0.20163703@][3][1443829618536]/21__1-2_MF,CENTERPOINT MALL - PT HUENEME - BARD RD,1,1-2 MF,[@1.0.10183950@]10
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/5__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/27__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/7__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/29__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/9__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/31__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/11__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/33__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/13__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/35__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/15__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/37__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/17__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/39__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/19__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/41__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/21__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/43__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938225171]/23__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/45__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
11,11-1 MF,[@1.0.12094204@][9][1369938406964]/26__11-1_MF,PACIFIC VIEW MALL via TELEPHONE RD,0,11-1 MF,[@1.0.12094204@]2
11,11-1 MF,[@1.0.12094204@][8][1369938467572]/47__11-1_MF,WELLS CENTER  via TELEPHONE RD,1,11-1 MF,[@1.0.12094204@]1
10,10-16-4 MF,[@1.0.6833508@][2][1336175520068]/0__10-16-4_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-4 MF,[@1.0.6833508@]4
16,10-16-4 MF,[@1.0.6833526@][1][1328641816892]/26__10-16-4_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-4 MF,[@1.0.6833526@]1
16,10-16-4 MF,[@1.0.6833526@][2][1328642046419]/46__10-16-4_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-4 MF,[@1.0.6833526@]2
10,10-16-4 MF,[@1.0.567579@][1][1305930644562]/2__10-16-4_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-4 MF,[@1.0.567579@]1
10,10-16-4 MF,[@1.0.6833508@][2][1328651786789]/2__10-16-4_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-4 MF,[@1.0.6833508@]2
16,10-16-4 MF,[@1.0.6833526@][1][1328641816892]/30__10-16-4_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-4 MF,[@1.0.6833526@]1
16,10-16-4 MF,[@1.0.6833526@][2][1328642046419]/50__10-16-4_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-4 MF,[@1.0.6833526@]2
10,10-16-4 MF,[@1.0.567579@][1][1305930745578]/6__10-16-4_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-4 MF,[@1.0.567579@]1
10,10-16-4 MF,[@1.0.6833508@][2][1328651803958]/6__10-16-4_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-4 MF,[@1.0.6833508@]2
16,10-16-4 MF,[@1.0.6833526@][1][1328641816892]/34__10-16-4_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-4 MF,[@1.0.6833526@]1
16,10-16-4 MF,[@1.0.6833526@][2][1328642046419]/54__10-16-4_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-4 MF,[@1.0.6833526@]2
10,10-16-4 MF,[@1.0.567579@][1][1305930745578]/10__10-16-4_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-4 MF,[@1.0.567579@]1
10,10-16-4 MF,[@1.0.6833508@][2][1328651803958]/10__10-16-4_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-4 MF,[@1.0.6833508@]2
16,10-16-4 MF,[@1.0.6833526@][1][1328641816892]/38__10-16-4_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-4 MF,[@1.0.6833526@]1
16,10-16-4 MF,[@1.0.29954631@][7][1494552074858]/2__10-16-4_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-4 MF,[@1.0.6833526@]2
10,10-16-4 MF,[@1.0.567579@][1][1305930745578]/14__10-16-4_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-4 MF,[@1.0.567579@]1
10,10-16-4 MF,[@1.0.9718091@][2][1355508895054]/1__10-16-4_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-4 MF,[@1.0.9718091@]60
16,10-16-3 MF,[@1.0.6833526@][1][1328641902064]/42__10-16-3_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-3 MF,[@1.0.6833526@]3
16,10-16-3 MF,[@1.0.6833526@][2][1328642046419]/43__10-16-3_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-3 MF,[@1.0.6833526@]2
10,10-16-3 MF,[@1.0.567579@][1][1305930644562]/1__10-16-3_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-3 MF,[@1.0.567579@]1
10,10-16-3 MF,[@1.0.6833508@][2][1328651786789]/1__10-16-3_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-3 MF,[@1.0.6833508@]2
16,10-16-3 MF,[@1.0.6833526@][1][1328641816892]/29__10-16-3_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-3 MF,[@1.0.6833526@]1
16,10-16-3 MF,[@1.0.6833526@][2][1328642046419]/49__10-16-3_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-3 MF,[@1.0.6833526@]2
10,10-16-3 MF,[@1.0.567579@][1][1305930745578]/5__10-16-3_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-3 MF,[@1.0.567579@]1
10,10-16-3 MF,[@1.0.6833508@][2][1328651803958]/5__10-16-3_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-3 MF,[@1.0.6833508@]2
16,10-16-3 MF,[@1.0.6833526@][1][1328641816892]/33__10-16-3_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-3 MF,[@1.0.6833526@]1
16,10-16-3 MF,[@1.0.6833526@][2][1328642046419]/53__10-16-3_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-3 MF,[@1.0.6833526@]2
10,10-16-3 MF,[@1.0.567579@][1][1305930745578]/9__10-16-3_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-3 MF,[@1.0.567579@]1
10,10-16-3 MF,[@1.0.6833508@][2][1328651803958]/9__10-16-3_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-3 MF,[@1.0.6833508@]2
16,10-16-3 MF,[@1.0.6833526@][1][1328641816892]/37__10-16-3_MF,DOWNTOWN OJAI via THOMPSON,1,10-16-3 MF,[@1.0.6833526@]1
16,10-16-3 MF,[@1.0.29954631@][7][1494552074858]/1__10-16-3_MF,PACIFIC VIEW MALL via THOMPSON,0,10-16-3 MF,[@1.0.6833526@]2
10,10-16-3 MF,[@1.0.567579@][1][1305930745578]/13__10-16-3_MF,WELLS - SATICOY via TELEGRAPH RD,1,10-16-3 MF,[@1.0.567579@]1
10,10-16-3 MF,[@1.0.6833508@][2][1328651803958]/13__10-16-3_MF,PACIFIC VIEW MALL via  TELEGRAPH RD,0,10-16-3 MF,[@1.0.6833508@]2
6,6-6 MF,[@1.0.9718135@][1][1352497985252]/1__6-6_MF,MAIN ST - VENTURA AVE,0,6-6 MF,[@1.0.9718135@]1
6,6-6 MF,[@1.0.9718135@][2][1352498819249]/40__6-6_MF,OXNARD TRANSIT CENTER,1,6-6 MF,[@1.0.9718135@]2
6,6-6 MF,[@1.0.16485801@][6][1418239362053]/0__6-6_MF,MAIN ST - VENTURA AVE,0,6-6 MF,[@1.0.9718135@]1
6,6-6 MF,[@1.0.9718135@][2][1352498910417]/48__6-6_MF,OXNARD TRANSIT CENTER,1,6-6 MF,[@1.0.9718135@]2
6,6-6 MF,[@1.0.9718135@][1][1352498199221]/17__6-6_MF,MAIN ST - VENTURA AVE,0,6-6 MF,[@1.0.9718135@]1
6,6-6 MF,[@1.0.16485801@][7][1418268046748]/0__6-6_MF,OXNARD TRANSIT CENTER,1,6-6 MF,[@1.0.9718135@]2
6,6-6 MF,[@1.0.9718135@][1][1352498199221]/25__6-6_MF,MAIN ST - VENTURA AVE,0,6-6 MF,[@1.0.9718135@]1
6,6-6 MF,[@1.0.9718135@][2][1352505583742]/2__6-6_MF,OXNARD TRANSIT CENTER,1,6-6 MF,[@1.0.9718135@]2
6,6-6 MF,[@1.0.9718135@][1][1352498241350]/32__6-6_MF,MAIN ST - VENTURA AVE,0,6-6 MF,[@1.0.9718135@]1
6,6-6 MF,[@1.0.16485801@][7][1418261807117]/6__6-6_MF,OXNARD TRANSIT CENTER,1,6-6 MF,[@1.0.9718135@]2
6,6-3 MF,[@1.0.9718135@][2][1352507168358]/1__6-3_MF,OXNARD TRANSIT CENTER,1,6-3 MF,[@1.0.9718135@]2
6,6-3 MF,[@1.0.9718135@][1][1352498055339]/6__6-3_MF,MAIN ST - VENTURA AVE,0,6-3 MF,[@1.0.9718135@]1
6,6-3 MF,[@1.0.9718135@][2][1352766647208]/4__6-3_MF,OXNARD TRANSIT CENTER,1,6-3 MF,[@1.0.9718135@]2
6,6-3 MF,[@1.0.9718135@][1][1352498055339]/14__6-3_MF,MAIN ST - VENTURA AVE,0,6-3 MF,[@1.0.9718135@]1
6,6-3 MF,[@1.0.9718135@][2][1352498980587]/55__6-3_MF,OXNARD TRANSIT CENTER,1,6-3 MF,[@1.0.9718135@]2
6,6-3 MF,[@1.0.9718135@][1][1352765739111]/2__6-3_MF,MAIN ST - VENTURA AVE,0,6-3 MF,[@1.0.9718135@]1
6,6-3 MF,[@1.0.9718135@][2][1352499041101]/62__6-3_MF,OXNARD TRANSIT CENTER,1,6-3 MF,[@1.0.9718135@]2
6,6-3 MF,[@1.0.9718135@][1][1352765930355]/3__6-3_MF,MAIN ST - VENTURA AVE,0,6-3 MF,[@1.0.9718135@]1
6,6-3 MF,[@1.0.9718135@][2][1352499041101]/70__6-3_MF,OXNARD TRANSIT CENTER,1,6-3 MF,[@1.0.9718135@]2
6,6-3 MF,[@1.0.9718135@][1][1352498241350]/37__6-3_MF,MAIN ST - VENTURA AVE,0,6-3 MF,[@1.0.9718135@]1
2,2-3-1 MF,[@1.0.3453302@][3][1321994131440]/66__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]2
3,2-3-1 MF,[@1.0.3453192@][3][1321993603053]/18__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745360208]/18__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.3453192@][3][1321993603053]/20__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745360208]/20__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401744972462]/1__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745360208]/22__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401744972462]/3__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745360208]/24__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401744972462]/5__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745405027]/26__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401744972462]/7__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745405027]/28__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401745017900]/9__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745405027]/30__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401745017900]/11__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745405027]/32__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401745017900]/13__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 MF,[@1.0.14853086@][3][1401745417757]/34__2-3-1_MF,COLONIA - DOWNTOWN OXNARD,1,2-3-1 MF,[@1.0.561198@]1
3,2-3-1 MF,[@1.0.14852918@][3][1401745017900]/15__2-3-1_MF,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 MF,[@1.0.561225@]1
2,2-3-1 SS,[@1.0.3453302@][3][1321994131440]/66__2-3-1_SS,COLONIA - DOWNTOWN OXNARD,1,2-3-1 SS,[@1.0.561198@]2
3,2-3-1 SS,[@1.0.3453192@][3][1321993603053]/18__2-3-1_SS,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 SS,[@1.0.561225@]1
2,2-3-1 SS,[@1.0.14853086@][3][1401745360208]/18__2-3-1_SS,COLONIA - DOWNTOWN OXNARD,1,2-3-1 SS,[@1.0.561198@]1
3,2-3-1 SS,[@1.0.3453192@][3][1321993603053]/20__2-3-1_SS,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 SS,[@1.0.561225@]1
2,2-3-1 SS,[@1.0.14853086@][3][1401745360208]/20__2-3-1_SS,COLONIA - DOWNTOWN OXNARD,1,2-3-1 SS,[@1.0.561198@]1
3,2-3-1 SS,[@1.0.14852918@][3][1401744972462]/1__2-3-1_SS,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 SS,[@1.0.561225@]1
2,2-3-1 SS,[@1.0.14853086@][3][1401745360208]/22__2-3-1_SS,COLONIA - DOWNTOWN OXNARD,1,2-3-1 SS,[@1.0.561198@]1
3,2-3-1 SS,[@1.0.14852918@][3][1401744972462]/3__2-3-1_SS,J ST - CENTERPOINT MALL - OTC via J ST,1,2-3-1 SS,[@1.0.561225@]1
