stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,city_name,direction_id,ext_id,ext_userfield1
990,,South at King (W),,35.26961271,-120.66150069,,,0,,0,,0,,
85,,South at Meadow Park,,35.26959900,-120.65904000,,,0,,0,,0,,
997,,South at Meadow Park,,35.26942000,-120.65902230,,,0,,0,,1,,
215,,South at Parker (E),,35.26940795,-120.66872522,,,0,,0,,1,,
173,,South at Parker (W),,35.26961709,-120.66915840,,,0,,0,,0,,
29,,Southwood at Laurel,,35.26513429,-120.64020932,,,0,,0,,1,,
28,,Southwood at Woodside,,35.26495000,-120.63861100,,,0,,0,,1,,
68,,Tank Farm at Brookpine,,35.25030100,-120.63074500,,,0,,0,,0,,
69,,Tank Farm at Hollyhock,,35.24979000,-120.63722200,,,0,,0,,0,,
70,,Tank Farm at Poinsettia,,35.24930000,-120.64085500,,,0,,0,,0,,
67,,Tank Farm at Wavertree,,35.25030100,-120.62705200,,,0,,0,,0,,
